Week,Peru,Bulgaria,Bosnia&Herzegovina,Hungary,Georgia,North Macedonia,Moldova,Croatia,Czechia,Slovakia,Romania,Lithuania,Brazil,Slovenia,Poland,Chile,USA,Latvia,Armenia,Argentina,Colombia,Trinidad&Tobago,Belgium,Paraguay,Italy,Greece,Mexico,Ukraine,United Kingdom,Russia,Tunisia,Serbia,Spain,Portugal,Uruguay,Ecuador,France,Panama,Bolivia,Estonia,Austria,Sweden,Kosovo,South Africa,Iran,Costa Rica,Namibia,Switzerland,Germany,Lebanon,Jordan,Ireland,Puerto Rico,Netherlands,Albania,Turkey,Botswana,Israel,Honduras,Malaysia,Guatemala,Kazakhstan,Canada,Denmark,Jamaica,Azerbaijan,Libya,Bahrain,Oman,Cyprus,Mauritius,Sri Lanka,Cuba,Belarus,Mongolia,Iraq,El Salvador,Kuwait,Finland,Indonesia,Philippines,Norway,Kyrgyzstan,Vietnam,Morocco,Nepal,Dominican Republic,India,Zimbabwe,Thailand,South Korea,Lesotho,Saudi Arabia,Australia,Egypt,Qatar,United Arab Emirates,Singapore,Japan,Zambia,Venezuela,Cambodia,Syria,Bangladesh,Algeria,Pakistan,Senegal,Sudan,Kenya,Laos,New Zealand,Uganda,Cameroon,Haiti,Yemen,Mozambique,Ethiopia,Angola,Uzbekistan,Ghana,Nicaragua,Cote d'Ivoire,Nigeria,Congo (Kinshasa),Tanzania,Tajikistan,China
4/16/2017,21,68,29,51,35,35,24,39,55,29,28,42,57,45,43,12,44,46,20,6,26,42,59,9,75,33,38,42,36,28,33,25,37,53,8,19,54,18,21,51,32,58,7,17,27,7,18,40,52,32,32,53,29,42,19,31,23,45,24,17,13,19,54,56,20,8,24,20,26,67,52,24,54,18,17,35,8,29,72,11,8,55,0,19,19,29,25,19,7,15,85,12,19,39,11,21,27,24,34,14,27,10,13,13,7,19,0,10,23,0,43,14,10,0,5,0,18,19,23,13,6,15,4,13,11,0,10
4/23/2017,22,50,31,53,29,16,17,15,38,40,21,27,55,51,51,11,46,41,0,6,26,42,63,10,87,27,43,35,36,30,39,36,35,46,6,22,56,18,20,41,35,44,15,16,42,7,40,55,51,22,41,46,26,45,27,31,21,48,31,17,16,19,57,51,26,16,12,34,8,45,42,20,24,43,26,28,6,30,78,13,8,51,0,17,51,21,35,18,15,16,56,11,25,37,6,21,31,27,38,9,34,5,26,10,16,21,12,5,23,18,42,18,9,19,0,18,34,0,0,9,11,7,4,0,11,35,16
4/30/2017,26,41,23,71,25,32,18,37,40,46,18,42,44,61,47,14,48,24,29,6,30,42,53,10,78,36,37,40,36,20,23,48,37,39,12,26,49,19,18,31,46,58,24,18,32,7,60,49,45,23,33,46,32,42,14,26,22,46,27,18,19,20,53,51,30,8,0,24,26,61,39,26,25,19,43,29,10,20,48,13,9,62,16,19,25,39,35,19,30,16,52,23,26,39,10,16,25,25,36,11,37,13,13,7,10,23,12,21,26,0,40,16,10,0,5,18,22,0,0,9,12,14,3,0,12,0,27
5/7/2017,24,49,11,59,34,46,25,57,39,37,24,37,39,37,50,11,47,14,39,6,26,31,53,7,76,39,37,48,36,29,17,36,37,35,9,23,56,15,23,38,62,57,31,16,22,6,29,49,59,29,37,43,37,43,27,28,20,32,23,19,17,40,55,75,26,24,13,32,30,38,38,21,36,6,9,29,8,34,57,11,9,53,31,19,20,30,36,18,14,15,71,54,26,37,12,27,26,22,32,14,37,22,14,11,23,17,12,10,28,18,39,16,6,20,0,9,10,20,0,9,11,7,4,0,14,0,60
5/14/2017,24,63,49,57,19,34,9,31,43,34,22,53,38,37,45,10,46,36,67,6,26,45,61,9,73,44,39,29,36,23,19,42,40,33,7,26,48,21,17,29,50,68,0,15,29,6,24,48,50,29,39,41,36,42,16,27,38,24,26,14,22,26,58,54,26,18,13,18,16,59,23,24,65,35,0,19,8,28,61,14,9,70,0,13,27,33,30,17,27,14,56,0,19,38,21,19,29,22,33,8,38,12,27,11,7,16,0,17,22,58,40,12,13,11,6,9,15,0,0,8,12,15,5,13,15,0,30
5/21/2017,23,28,24,42,20,33,45,57,46,34,31,36,39,24,50,11,46,32,0,7,27,30,59,8,68,38,43,51,36,30,28,24,38,33,8,25,57,20,17,50,35,61,17,16,18,7,17,41,62,13,25,39,24,45,23,30,14,27,33,15,10,40,57,55,24,0,14,16,16,65,61,16,39,21,22,26,11,16,70,11,7,56,0,15,31,18,40,18,21,16,60,0,20,39,18,17,37,22,39,8,40,24,42,8,15,15,14,12,26,20,38,14,7,0,0,0,18,22,53,9,10,0,4,0,12,0,25
5/28/2017,22,19,31,35,20,23,10,66,51,51,20,48,33,42,54,12,48,36,12,6,28,26,51,10,76,46,42,31,36,32,15,40,36,49,7,25,51,18,23,29,52,56,19,15,24,6,42,50,55,21,35,45,36,42,33,23,44,42,28,15,16,20,54,54,29,10,0,16,17,36,53,23,27,14,23,32,7,25,77,13,7,56,0,15,26,25,32,17,18,14,62,0,18,38,15,15,24,26,28,10,39,14,0,11,12,14,0,6,32,30,42,13,24,0,8,19,15,0,0,7,8,0,5,0,12,0,35
6/4/2017,22,43,30,61,5,22,27,55,52,30,25,25,41,32,44,12,48,24,23,6,26,29,49,11,69,57,41,44,33,26,0,31,39,45,10,22,57,18,22,59,39,71,28,15,35,6,24,56,53,19,22,44,34,45,41,35,12,34,31,18,9,27,54,60,29,10,14,21,12,48,42,21,68,28,34,32,8,24,58,14,8,65,0,17,27,39,24,17,26,14,85,13,17,38,20,21,26,31,34,15,44,12,0,9,11,14,14,0,23,10,39,13,13,0,7,19,50,39,24,9,11,0,5,14,13,0,20
6/11/2017,23,62,18,68,34,38,18,38,38,50,34,35,43,55,56,11,46,12,12,6,27,35,64,9,63,44,42,39,36,23,22,31,37,54,10,28,65,19,19,45,55,47,17,15,27,8,49,54,46,16,41,43,25,45,57,21,30,41,30,14,14,41,59,56,27,10,14,12,24,38,51,15,28,27,12,16,8,31,73,14,10,57,0,18,27,34,37,18,19,13,51,27,18,38,26,20,23,27,29,8,39,23,14,6,16,10,0,12,27,10,37,14,14,12,0,19,17,39,24,7,11,0,3,28,13,0,35
6/18/2017,25,50,54,58,19,23,27,35,44,41,22,37,46,80,46,13,46,26,23,7,28,12,58,11,60,64,41,40,38,34,15,34,43,61,8,31,74,21,26,77,45,57,9,16,26,7,36,64,53,22,40,50,34,43,25,32,30,51,26,18,16,0,62,59,17,19,14,24,25,60,41,19,0,47,0,12,8,48,91,12,10,55,16,21,31,27,30,19,21,12,65,13,14,37,26,13,23,26,34,13,31,16,28,5,8,14,14,6,27,10,40,15,7,12,0,19,20,20,25,6,16,0,4,14,10,0,65
6/25/2017,22,57,19,63,20,29,29,58,43,32,26,41,55,55,67,15,46,12,12,6,26,31,58,10,73,38,39,42,35,28,21,43,36,46,11,25,68,24,22,57,49,68,18,16,17,8,46,63,55,21,35,42,28,44,32,32,58,43,32,17,12,35,59,49,24,52,0,27,33,22,34,25,59,36,24,7,12,25,59,16,10,58,35,23,39,28,34,24,23,12,50,14,32,37,19,19,31,32,29,8,31,24,13,11,7,12,0,0,30,21,43,17,14,26,5,0,23,0,0,8,8,17,4,0,14,0,56
7/2/2017,23,25,38,46,19,17,29,44,37,22,22,46,46,40,45,13,53,28,50,7,26,29,54,8,80,63,38,44,37,28,54,36,38,44,10,26,58,15,14,35,49,70,9,17,18,6,44,58,56,24,13,42,44,46,17,35,7,26,18,17,16,45,61,57,16,21,26,29,17,50,33,28,58,14,12,21,12,45,66,13,12,72,18,18,26,36,28,21,23,21,47,40,20,37,24,18,22,28,34,8,22,16,26,11,8,12,0,17,24,11,44,10,11,27,5,20,28,20,25,6,11,8,4,30,7,0,45
7/9/2017,21,60,31,62,36,28,38,82,48,61,24,29,35,55,60,10,47,24,37,7,26,34,54,10,66,57,36,54,37,34,28,33,41,52,8,30,69,20,9,55,41,65,17,17,23,7,27,62,67,22,37,48,34,43,34,29,25,24,42,15,16,29,58,43,22,61,15,41,42,43,27,30,59,14,0,10,9,21,57,14,12,80,17,15,22,21,36,20,35,18,52,40,22,38,24,15,27,24,34,9,22,17,14,6,8,12,0,17,24,63,42,9,14,0,0,0,19,39,50,4,11,0,3,0,17,0,29
7/16/2017,20,46,56,76,41,28,40,52,53,29,26,34,38,68,48,11,47,29,12,7,27,28,68,10,65,55,38,32,35,34,28,41,42,57,12,24,77,17,13,56,35,50,16,16,37,8,24,56,50,30,37,45,34,45,24,32,22,37,26,18,21,21,57,47,11,10,0,42,21,21,40,26,15,14,12,18,12,19,68,15,11,78,0,17,32,43,39,19,17,15,74,28,22,37,22,21,29,24,30,7,21,10,27,8,11,13,0,11,25,10,42,14,10,0,5,11,11,20,25,6,9,8,5,14,19,0,39
7/23/2017,19,46,30,39,15,55,63,59,64,45,28,54,36,44,53,13,50,57,12,7,24,27,60,12,58,57,39,40,35,29,55,40,43,61,9,24,74,15,19,31,35,75,40,17,52,8,50,60,52,25,63,49,27,45,16,32,31,53,36,16,14,14,60,56,16,39,13,36,29,41,35,21,21,21,25,4,12,24,82,14,10,72,0,19,43,29,32,19,15,14,63,28,21,38,17,23,19,29,36,9,22,21,13,10,26,17,0,0,23,20,40,17,23,0,5,10,15,21,26,5,5,16,3,15,12,0,43
7/30/2017,19,76,34,53,10,38,0,50,71,39,29,53,37,43,56,12,48,27,12,8,27,39,53,13,67,72,35,68,35,19,7,39,43,55,10,20,83,24,17,42,32,62,15,21,32,6,19,68,54,31,72,45,32,44,8,40,46,36,29,16,18,27,58,40,19,10,25,29,12,24,31,23,30,28,12,10,8,45,68,14,10,60,35,17,34,34,33,20,5,15,46,13,23,38,21,19,24,26,31,4,25,15,14,7,12,16,13,0,23,10,45,12,6,23,0,19,13,0,0,5,9,0,4,0,14,0,54
8/6/2017,19,57,17,62,11,16,37,60,40,46,25,29,39,49,50,12,47,28,35,10,31,33,52,12,63,52,38,29,36,29,45,48,48,50,10,21,76,24,17,19,53,68,0,20,33,7,43,48,50,25,29,51,33,43,32,32,5,38,41,15,13,39,54,47,22,10,0,26,16,51,13,21,46,35,37,17,10,34,57,11,11,74,17,19,24,32,30,20,10,17,65,13,17,37,22,22,30,24,31,10,24,13,14,9,12,13,0,0,14,10,45,17,16,11,5,9,19,38,0,7,12,15,4,13,15,40,30
8/13/2017,18,39,23,56,31,43,18,50,59,40,22,40,43,53,59,14,47,27,46,8,27,32,61,11,57,73,39,56,36,26,25,48,44,61,5,24,92,17,22,58,59,60,15,21,17,6,30,35,52,26,39,43,33,45,31,32,27,38,41,19,15,27,60,50,35,19,0,29,41,51,35,25,31,21,48,31,7,27,56,14,11,66,17,17,19,37,33,19,12,13,46,26,20,39,11,15,26,27,33,8,27,15,13,9,8,15,27,11,22,10,43,10,7,26,0,0,14,40,47,4,11,0,3,13,12,0,24
8/20/2017,19,56,41,64,30,44,0,39,48,57,27,15,48,31,55,13,45,50,24,7,31,19,59,12,61,51,38,62,38,23,33,34,43,43,12,18,68,18,22,64,41,57,16,24,25,8,45,58,49,23,43,43,33,47,23,26,34,44,24,19,11,47,55,44,25,9,26,43,9,50,35,26,46,27,36,15,10,33,59,12,11,58,0,14,30,23,35,19,30,14,54,12,19,39,14,26,31,26,24,12,23,9,14,11,16,15,0,11,23,30,45,15,6,36,0,18,18,41,0,6,10,16,3,13,15,0,24
8/27/2017,20,60,23,54,21,11,29,46,35,59,33,36,43,37,47,12,43,34,59,7,27,19,49,8,71,51,39,33,36,28,57,31,37,53,10,20,57,17,27,37,36,59,26,25,38,6,26,57,51,22,55,47,24,41,23,35,6,38,26,17,16,28,54,58,17,19,15,50,20,51,9,27,0,21,82,33,10,14,66,13,9,63,0,13,27,47,33,21,16,13,69,45,24,39,12,29,38,26,29,5,24,10,31,14,26,16,0,0,23,0,46,7,7,13,0,27,31,20,0,9,7,0,4,13,10,0,23
9/3/2017,21,41,43,50,10,52,9,61,55,58,28,30,47,38,36,13,45,22,36,7,32,29,46,8,63,43,38,45,34,23,13,43,39,47,9,21,61,16,24,44,39,51,0,25,36,7,27,54,46,17,56,41,31,40,16,31,51,13,20,18,13,13,53,39,15,9,0,23,14,52,58,25,0,26,34,8,9,17,53,16,12,57,0,18,45,39,27,22,14,12,69,13,19,41,13,25,28,28,38,6,21,12,0,11,8,15,0,6,24,11,42,8,14,0,0,9,9,20,23,5,6,8,4,29,16,0,42
9/10/2017,20,60,24,51,25,11,36,47,37,98,27,26,26,58,41,17,41,25,46,7,29,17,62,12,56,44,51,33,33,24,13,23,36,43,8,19,58,13,27,65,32,55,45,21,28,6,19,62,45,29,37,40,29,39,24,35,52,20,36,17,12,49,51,41,26,39,0,22,21,40,22,29,0,19,55,16,11,52,84,13,12,48,16,19,32,33,33,25,19,15,56,37,24,39,10,29,33,28,27,11,25,12,0,12,12,17,15,0,24,11,45,6,14,12,0,0,12,20,46,9,10,0,3,14,11,0,37
9/17/2017,22,53,29,52,10,27,9,37,50,40,22,38,35,34,52,20,45,29,23,7,32,15,47,12,57,51,42,49,36,22,13,72,36,41,9,19,58,18,21,61,42,61,26,19,28,9,27,55,47,18,30,44,18,47,63,33,51,32,28,19,13,18,54,47,30,38,0,44,38,33,51,24,27,6,42,24,10,42,74,13,12,53,0,17,39,46,25,22,25,15,62,12,24,40,18,29,33,29,27,13,19,12,0,15,8,19,15,23,22,22,41,9,3,12,0,9,16,0,23,10,9,0,3,0,10,0,24
9/24/2017,25,46,41,66,15,37,0,61,51,42,24,9,30,34,42,13,44,29,23,7,30,24,55,12,53,36,44,34,36,22,38,34,35,33,10,21,55,21,26,77,39,60,9,19,24,7,23,49,53,24,47,45,10,44,32,27,19,42,31,24,20,42,53,38,32,27,0,45,43,38,26,30,0,6,31,17,13,31,62,15,12,58,15,10,21,54,34,21,23,14,85,0,25,42,13,20,29,26,36,6,22,19,43,15,8,15,15,17,22,11,42,16,10,0,7,46,12,43,24,10,8,0,3,0,8,36,42
10/1/2017,23,39,0,35,10,33,36,48,31,36,25,31,37,59,51,13,44,39,46,8,32,40,51,11,59,42,49,39,36,22,13,36,32,35,9,27,58,27,28,43,36,56,27,18,26,7,11,73,51,31,57,46,17,41,32,41,34,40,30,22,8,47,52,62,30,19,0,38,33,35,34,23,38,6,31,46,8,34,80,12,12,58,30,16,42,30,46,22,20,17,47,71,19,39,14,30,25,24,38,9,21,8,0,14,8,21,31,6,30,24,41,14,7,11,7,9,10,20,23,10,10,0,3,27,13,0,34
10/8/2017,22,24,12,86,10,23,0,44,47,46,20,38,31,43,45,15,43,31,0,7,28,41,47,10,58,29,48,43,38,22,13,33,39,50,12,29,57,19,23,46,40,59,36,17,21,7,30,61,49,14,45,45,11,43,16,27,57,30,28,18,11,52,53,59,26,0,0,21,33,72,50,21,28,12,0,18,16,31,66,15,13,52,0,21,42,49,28,24,16,15,73,37,23,39,14,24,26,28,28,6,25,15,14,12,21,19,0,11,24,0,44,12,7,0,6,0,7,0,0,10,6,8,4,26,9,0,27
10/15/2017,23,42,31,66,19,43,17,31,42,40,26,34,30,72,49,15,45,25,35,9,31,37,52,10,61,35,48,53,36,27,13,42,33,42,11,25,53,18,27,42,35,52,17,17,41,7,22,64,48,22,39,52,16,43,32,36,38,40,31,19,14,39,55,45,27,28,0,25,45,56,44,22,39,24,20,62,14,34,63,13,12,52,0,19,31,60,34,24,13,15,67,12,21,40,15,21,30,29,28,12,23,11,30,11,4,21,30,0,26,0,41,7,7,12,0,9,18,20,44,11,12,0,4,0,7,0,41
10/22/2017,24,61,28,51,24,57,40,45,40,41,25,25,35,70,52,14,47,28,34,8,31,38,52,9,60,36,45,29,38,27,39,22,33,33,11,33,54,21,26,49,25,62,8,16,33,4,34,53,58,19,45,47,21,42,23,33,57,32,43,19,12,39,55,54,41,54,25,31,37,63,46,18,38,6,20,49,14,31,73,15,12,53,0,14,13,34,36,26,13,17,69,24,27,42,10,27,32,25,37,16,31,9,15,10,16,15,0,17,20,0,44,7,11,12,0,9,22,21,0,8,11,7,4,0,12,0,41
10/29/2017,24,56,17,66,10,10,23,39,52,38,22,44,36,54,51,12,44,27,11,7,35,37,49,10,60,30,42,40,36,24,32,52,34,52,9,30,54,16,23,46,30,58,15,18,24,7,33,46,53,30,35,51,25,41,40,28,23,40,24,20,12,17,52,69,38,9,13,28,24,52,22,24,45,17,20,27,10,13,79,15,9,61,0,28,33,44,35,24,31,15,84,12,24,41,5,28,29,26,31,12,24,18,29,8,4,20,0,11,22,11,43,11,11,25,0,0,19,0,22,13,8,0,3,0,6,0,62
11/5/2017,24,25,28,57,18,47,15,39,41,42,25,35,29,27,47,12,45,44,0,8,34,37,60,9,51,27,48,54,35,23,0,24,34,35,10,30,42,15,28,29,42,56,20,20,35,8,38,38,44,28,33,47,25,39,8,32,22,43,24,19,12,39,57,45,16,9,26,53,40,41,42,30,33,18,47,34,8,23,74,14,10,55,12,20,26,38,33,25,20,16,62,24,15,42,8,26,29,22,37,11,29,16,59,11,0,18,15,17,28,30,40,11,18,0,7,9,27,41,23,8,15,0,4,13,10,0,50
11/12/2017,27,45,16,71,28,23,22,36,45,48,20,34,34,42,49,16,46,27,43,8,34,41,55,11,52,23,47,39,42,27,7,44,38,47,11,27,53,19,28,45,49,54,12,18,32,6,23,56,51,18,51,47,21,40,22,29,43,38,30,19,12,44,55,57,21,0,14,27,28,60,37,36,33,40,38,26,7,39,87,14,10,51,42,17,26,47,46,24,11,16,67,49,41,40,12,14,30,30,33,13,25,20,58,8,27,20,0,22,37,9,42,17,11,11,13,0,30,0,0,9,11,7,4,13,8,0,49
11/19/2017,28,44,6,59,9,9,14,47,59,31,25,37,32,27,51,16,47,21,20,8,27,47,57,10,54,35,46,40,37,24,20,30,36,33,9,24,59,17,27,37,45,56,17,19,34,6,15,51,51,27,44,44,24,39,8,36,33,22,32,17,13,22,55,54,39,44,14,24,48,34,38,27,78,23,19,33,11,15,64,15,13,71,10,22,58,34,34,24,23,18,94,83,29,42,10,26,33,29,50,10,27,7,0,14,0,20,0,11,29,10,44,11,10,11,14,21,23,0,59,10,13,0,3,25,10,32,49
11/26/2017,27,40,5,44,14,27,20,35,39,43,26,46,31,53,40,12,47,10,20,7,29,30,51,8,50,40,43,36,38,26,40,49,32,30,9,27,43,15,17,46,33,53,14,18,31,6,27,52,48,19,22,47,31,41,38,27,53,35,12,20,13,38,58,62,18,34,14,37,56,42,26,17,43,22,37,8,9,42,54,12,13,56,9,15,34,45,40,23,13,17,66,12,23,37,8,23,32,28,41,13,25,12,14,15,12,19,0,11,25,38,41,9,7,10,7,0,22,82,29,10,14,7,4,12,10,0,43
12/3/2017,25,46,22,50,17,28,14,30,53,60,21,32,36,23,59,13,45,54,39,7,33,39,56,9,56,29,44,40,40,20,13,32,35,35,10,28,51,17,16,67,31,71,31,19,32,6,24,54,56,39,38,46,27,42,62,20,24,31,25,17,15,48,57,49,17,17,41,30,59,26,49,30,33,17,18,34,11,26,75,14,13,59,0,19,21,23,41,23,22,16,70,0,24,39,12,19,27,31,42,13,20,14,0,12,12,24,27,16,25,18,49,11,10,0,0,0,22,41,27,8,8,7,4,25,10,0,57
12/10/2017,22,55,16,49,18,37,21,34,48,54,27,33,27,37,60,13,47,37,50,7,28,46,49,15,59,31,41,36,42,28,34,26,38,24,9,28,45,17,15,42,34,59,0,20,30,7,21,48,50,17,31,56,42,41,37,40,40,27,33,22,17,32,61,53,33,61,14,41,43,68,41,32,24,33,9,43,9,29,82,17,12,57,18,21,28,40,43,25,19,12,80,0,19,43,13,23,32,29,41,13,24,14,14,12,35,24,14,22,32,18,45,14,11,0,0,10,15,21,52,11,12,7,4,0,11,0,51
12/17/2017,21,42,45,84,31,33,22,26,66,64,36,45,33,57,64,15,48,57,20,7,30,50,61,10,52,30,44,40,49,24,0,62,41,42,10,27,49,13,15,27,50,62,22,23,30,8,36,57,49,24,31,70,29,48,0,32,23,30,38,19,12,51,62,71,20,9,14,45,20,10,38,30,24,35,19,36,12,10,76,14,11,60,9,21,16,49,41,23,23,17,72,14,23,46,15,28,28,34,50,7,22,14,26,11,16,23,28,28,26,40,52,12,19,23,21,20,37,22,0,10,9,0,3,13,11,32,34
12/24/2017,21,45,44,75,23,19,45,66,66,71,30,36,41,76,94,14,55,49,11,11,39,70,66,13,76,44,58,43,51,31,42,63,47,38,15,31,78,25,16,60,82,69,31,29,23,11,47,57,60,47,51,74,32,65,50,34,53,45,61,23,16,12,70,73,32,36,14,41,21,49,83,33,44,18,31,24,18,41,76,15,13,79,31,23,63,39,55,26,33,16,56,31,28,58,10,30,39,36,41,15,34,7,40,16,12,18,30,11,35,27,64,13,8,14,7,11,19,45,28,14,12,0,4,0,15,0,73
12/31/2017,23,65,32,68,61,39,15,39,45,53,34,51,43,60,82,16,54,31,35,9,42,54,72,12,60,33,52,59,50,30,27,46,46,44,13,30,63,23,16,69,64,63,45,23,33,9,26,59,62,29,66,54,25,58,65,36,51,50,51,20,16,36,67,63,18,18,0,38,33,51,87,36,78,47,19,20,15,57,93,13,13,75,10,25,40,58,51,28,34,18,69,13,29,52,16,22,37,37,51,10,26,22,0,14,12,18,14,6,29,9,56,17,7,0,0,21,51,0,27,11,15,15,4,16,14,62,55
1/7/2018,17,61,5,42,21,36,28,29,38,39,20,43,28,36,62,12,44,33,47,7,26,28,61,9,59,46,37,45,36,23,34,39,30,38,11,31,52,16,12,48,36,57,35,15,28,6,18,34,51,24,39,45,28,43,22,27,54,36,25,20,13,49,56,53,27,25,38,30,16,31,55,39,10,16,28,42,9,30,74,15,13,44,0,17,23,30,27,24,14,16,51,22,18,39,11,26,27,24,43,13,22,12,13,12,12,16,0,6,30,0,41,13,0,23,0,39,38,20,0,8,8,7,4,12,11,29,23
1/14/2018,16,52,25,61,21,13,20,33,46,34,16,41,40,43,48,12,45,36,0,7,24,23,55,11,58,32,38,38,36,32,14,57,34,44,7,33,53,14,16,60,60,56,28,15,31,8,22,66,44,26,42,49,24,40,14,29,28,43,30,20,10,26,58,59,22,16,13,24,32,44,33,26,31,27,46,28,9,25,66,13,13,62,10,16,42,46,35,23,24,14,68,12,25,38,14,23,29,29,42,7,16,13,26,13,20,19,13,28,21,25,40,11,6,0,0,9,28,100,46,9,7,6,4,0,21,0,41
1/21/2018,20,50,41,41,50,45,33,50,38,47,26,36,37,41,64,12,45,37,19,7,24,50,60,8,56,33,41,50,36,27,26,25,35,56,10,28,47,19,15,32,52,52,29,15,37,7,29,60,52,13,40,41,32,46,30,28,55,25,23,18,11,25,57,50,29,17,25,39,57,32,33,28,21,21,37,21,11,37,67,15,14,61,9,15,31,39,24,23,13,15,64,22,29,40,9,27,29,26,43,11,23,27,0,13,12,17,0,11,26,26,39,15,10,0,7,0,21,0,68,9,4,6,4,18,14,30,38
1/28/2018,17,52,32,63,21,23,27,30,41,32,23,31,33,47,53,11,46,36,0,7,24,41,72,12,66,33,39,42,36,26,33,39,33,34,7,24,49,14,15,40,38,61,22,15,37,6,25,50,51,22,43,44,24,43,22,18,65,29,23,20,15,46,57,55,29,8,0,34,45,51,45,30,10,27,27,21,9,25,61,14,16,67,19,22,29,31,20,27,4,17,66,22,29,37,10,27,31,33,45,4,23,18,14,11,8,17,0,22,30,17,39,10,16,10,7,9,9,20,21,9,11,0,4,12,14,0,30
2/4/2018,22,46,31,57,21,17,20,44,39,30,24,44,34,42,61,12,46,33,47,7,25,56,59,8,55,36,44,49,35,29,40,51,35,39,10,19,49,19,18,61,31,57,7,15,31,6,31,56,45,21,38,43,33,48,29,34,21,38,28,20,16,36,53,47,25,17,0,39,48,47,30,29,20,27,18,8,10,29,70,14,14,59,19,18,31,32,25,26,49,17,60,32,24,38,13,16,31,30,30,5,25,24,0,12,15,21,0,16,29,0,41,14,10,0,7,0,36,0,39,8,5,13,5,23,13,0,26
2/11/2018,21,51,26,45,13,22,7,24,37,53,20,43,36,59,60,12,46,36,47,7,27,47,57,12,54,32,45,33,35,30,26,33,38,39,9,26,63,26,19,71,68,67,7,16,23,7,17,53,56,15,32,47,29,47,22,29,31,41,29,19,12,36,54,45,28,8,0,35,38,34,59,23,20,16,24,19,12,32,67,15,12,63,8,24,38,33,29,23,11,16,46,10,16,39,10,35,32,33,30,8,29,14,51,18,31,20,0,17,31,38,41,8,17,0,0,8,9,22,22,8,9,0,4,0,14,0,46
2/18/2018,19,32,30,68,21,35,13,39,48,43,24,44,40,41,50,11,48,49,18,6,25,32,57,9,56,40,45,46,36,28,32,29,36,26,7,24,59,11,18,44,55,53,28,19,25,6,35,46,50,28,18,46,29,47,21,26,46,36,33,21,20,20,57,53,25,8,12,20,34,33,74,38,20,21,29,24,10,52,73,14,15,52,9,20,45,38,34,24,16,17,53,34,19,39,13,25,27,32,34,11,26,15,13,9,11,22,0,11,28,19,37,15,10,0,0,8,13,21,0,9,9,0,4,11,11,0,72
2/25/2018,18,33,24,48,26,31,6,20,32,40,22,23,34,70,47,10,47,36,38,7,30,36,63,9,86,21,46,26,32,27,39,45,31,28,8,31,47,17,13,74,63,49,0,18,30,6,39,52,48,25,30,41,29,43,14,27,32,64,36,20,18,35,58,63,22,41,12,34,50,25,44,22,38,20,52,28,12,33,74,14,16,64,34,14,43,31,32,28,11,17,52,45,25,42,12,21,29,29,41,13,28,11,0,13,11,20,39,12,30,0,39,14,7,10,0,8,14,0,0,9,11,7,4,0,15,0,51
3/4/2018,18,40,11,54,38,36,7,47,33,30,30,44,36,48,53,10,46,46,28,7,29,45,60,9,54,34,46,41,37,23,20,41,34,39,8,30,63,20,17,32,56,57,7,22,30,7,14,63,52,27,56,50,33,44,0,29,26,32,34,20,17,34,58,71,33,43,0,37,41,28,40,33,47,33,45,28,8,32,78,17,15,54,9,14,33,65,34,24,25,13,64,22,26,40,11,25,29,33,37,11,33,12,13,10,12,19,13,0,26,9,42,8,23,0,22,0,37,0,22,11,5,6,4,11,14,0,56
3/11/2018,18,56,11,52,38,32,13,51,36,34,23,59,36,55,42,11,48,17,38,6,28,36,54,10,65,23,44,37,37,34,41,42,34,34,9,22,62,25,16,40,51,52,8,18,35,6,31,53,44,20,61,54,29,41,37,32,57,40,43,22,19,20,59,61,20,25,50,38,19,34,16,25,28,26,44,42,13,50,57,15,13,64,37,25,47,38,39,25,21,13,70,0,26,38,14,32,29,29,33,11,36,5,0,7,8,18,0,6,30,18,40,14,16,30,7,17,27,19,62,10,20,0,4,34,8,0,36
3/18/2018,21,52,25,56,13,26,19,32,37,25,24,31,25,49,48,11,45,44,10,6,32,23,56,11,62,23,48,36,36,26,45,32,34,49,7,28,49,17,19,44,33,56,7,18,27,8,33,60,49,31,63,49,37,42,36,35,22,44,27,19,13,24,60,60,30,9,12,47,43,37,53,19,48,11,27,51,11,38,70,14,11,61,21,18,35,49,42,22,27,14,77,11,21,41,8,20,30,30,35,11,27,12,13,15,11,18,13,45,31,27,43,21,19,0,7,9,27,39,24,7,10,0,4,11,11,0,45
3/25/2018,22,40,26,65,26,23,34,42,46,37,25,38,38,15,61,13,46,28,30,7,27,35,49,9,60,33,48,51,37,26,20,38,37,56,11,27,61,24,19,12,50,57,0,17,27,8,30,59,52,28,31,58,37,44,15,31,25,42,46,22,20,43,59,65,26,26,0,24,23,55,50,29,10,48,55,17,16,25,57,13,10,57,20,18,44,34,41,23,21,18,73,26,21,50,11,20,30,34,40,11,22,8,40,13,12,21,0,35,28,8,61,14,13,0,0,0,45,0,0,6,9,0,5,0,4,63,16
