Week,Peru,Bulgaria,Bosnia&Herzegovina,Hungary,Georgia,North Macedonia,Moldova,Croatia,Czechia,Slovakia,Romania,Lithuania,Brazil,Slovenia,Poland,Chile,USA,Latvia,Armenia,Argentina,Colombia,Trinidad&Tobago,Belgium,Paraguay,Italy,Greece,Mexico,Ukraine,United Kingdom,Russia,Tunisia,Serbia,Spain,Portugal,Uruguay,Ecuador,France,Panama,Bolivia,Estonia,Austria,Sweden,Kosovo,South Africa,Iran,Costa Rica,Namibia,Switzerland,Germany,Lebanon,Jordan,Ireland,Puerto Rico,Netherlands,Albania,Turkey,Botswana,Israel,Honduras,Malaysia,Guatemala,Kazakhstan,Canada,Denmark,Jamaica,Azerbaijan,Libya,Bahrain,Oman,Cyprus,Mauritius,Sri Lanka,Cuba,Belarus,Mongolia,Iraq,El Salvador,Kuwait,Finland,Indonesia,Philippines,Norway,Kyrgyzstan,Vietnam,Morocco,Nepal,Dominican Republic,India,Zimbabwe,Thailand,South Korea,Lesotho,Saudi Arabia,Australia,Egypt,Qatar,United Arab Emirates,Singapore,Japan,Zambia,Venezuela,Cambodia,Syria,Bangladesh,Algeria,Pakistan,Senegal,Sudan,Kenya,Laos,New Zealand,Uganda,Cameroon,Haiti,Yemen,Mozambique,Ethiopia,Angola,Uzbekistan,Ghana,Nicaragua,Cote d'Ivoire,Nigeria,Congo (Kinshasa),Tanzania,Tajikistan,China
5/23/2021,38,44,41,64,39,67,49,42,39,47,37,52,35,46,46,18,52,47,54,11,41,45,78,13,55,58,72,59,48,36,72,39,50,61,11,35,54,30,25,64,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2021,34,42,30,71,54,90,6,56,30,34,36,57,49,48,60,17,54,57,33,12,50,32,79,15,43,36,71,47,52,29,14,47,53,49,13,40,63,31,24,56,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2021,33,52,40,57,75,64,19,43,49,37,37,47,48,27,56,20,54,47,32,13,53,41,77,20,49,36,64,42,46,41,43,46,55,65,12,38,55,30,25,40,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2021,41,66,63,68,58,56,6,40,61,52,39,67,43,58,66,19,55,59,43,12,52,45,83,20,69,53,70,48,52,44,49,100,59,35,13,45,66,30,26,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2021,37,51,52,57,39,50,39,52,46,43,39,74,47,56,42,18,54,54,100,12,50,49,83,18,63,52,72,52,43,33,50,64,62,59,10,66,60,31,28,59,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2021,36,56,52,55,63,45,13,36,48,55,30,46,42,100,60,17,55,41,44,13,51,34,67,19,65,55,69,66,44,46,78,78,59,47,10,69,49,33,26,60,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2021,37,77,41,66,61,100,7,66,52,41,37,48,40,67,60,18,55,24,44,14,58,53,73,26,63,57,75,52,44,44,28,63,63,69,10,80,64,29,33,55,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2021,38,72,30,59,50,60,59,62,49,40,31,56,44,32,68,19,54,38,54,12,57,47,71,25,79,61,78,44,44,48,57,57,63,45,13,100,75,31,32,27,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2021,39,54,27,59,51,46,69,76,57,41,33,72,48,45,59,17,53,47,67,15,54,44,75,21,70,65,88,64,42,44,73,57,62,54,15,81,78,32,26,50,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2021,42,80,55,66,97,56,47,57,53,68,33,44,44,69,70,18,52,50,43,11,54,33,71,17,71,70,89,49,43,43,50,44,66,61,12,60,66,43,26,75,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2021,36,59,34,67,100,65,6,78,45,52,37,46,45,67,55,18,51,47,44,11,54,45,76,17,78,62,78,49,40,39,36,49,62,74,12,47,62,33,28,43,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2021,41,49,35,76,69,74,55,100,51,57,50,63,38,27,57,20,52,55,22,10,54,38,69,19,86,64,80,63,41,35,74,56,67,74,10,45,75,30,24,28,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021,37,54,45,64,47,51,33,74,38,69,43,52,44,82,55,18,50,40,54,10,54,39,78,15,75,71,76,53,42,41,88,72,65,80,13,42,71,27,26,46,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2021,46,75,26,63,83,43,43,61,45,43,46,53,46,71,64,19,49,33,36,12,52,25,73,16,72,66,73,71,44,38,90,66,66,58,15,44,73,33,28,67,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2021,49,64,50,46,41,44,43,58,36,50,36,55,42,49,53,18,51,36,47,11,46,33,68,21,64,65,66,50,40,35,53,54,55,72,11,36,57,31,22,16,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2021,42,61,41,48,62,23,29,64,36,45,37,72,51,59,56,18,51,41,47,12,42,37,60,17,51,59,66,63,40,26,47,41,51,64,13,32,66,25,22,55,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2021,43,70,55,55,58,44,20,37,24,36,31,55,41,44,51,27,50,32,23,10,45,35,65,15,70,55,82,42,40,28,66,50,48,69,11,38,61,28,24,21,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2021,38,48,28,54,53,53,6,49,64,77,31,40,56,42,46,20,52,32,47,10,45,32,63,28,75,56,69,45,41,36,40,44,44,69,8,38,49,24,24,42,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2021,39,52,32,55,50,43,14,38,36,45,27,36,43,53,59,17,48,44,23,10,41,30,73,18,62,49,70,64,38,27,39,57,46,46,12,38,61,31,23,30,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2021,36,58,26,99,45,30,20,27,45,44,26,41,46,51,61,18,51,36,22,10,41,52,72,16,63,41,69,63,40,27,70,35,45,56,9,34,53,29,26,30,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2021,30,28,21,42,36,25,39,65,43,53,25,38,32,35,53,18,52,42,11,10,40,42,69,17,84,32,75,40,39,30,24,37,52,51,15,54,55,27,26,38,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2021,33,46,54,47,29,29,26,23,27,71,29,47,39,42,58,19,51,28,66,10,42,48,61,16,53,42,72,49,41,46,24,41,49,63,10,58,56,30,30,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2021,35,52,27,77,76,16,26,47,47,54,31,48,54,32,62,18,52,29,65,10,40,38,63,20,49,45,69,66,43,31,50,35,49,56,11,56,61,32,28,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2021,39,61,25,82,50,33,25,52,40,38,33,75,47,41,46,19,52,24,86,9,43,37,72,20,59,32,69,53,42,29,78,56,51,55,12,46,50,29,28,13,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2021,35,50,46,67,61,41,50,52,45,47,27,69,34,52,61,18,50,40,75,11,42,39,66,18,54,26,64,47,42,25,45,32,46,56,12,51,67,20,28,49,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2021,32,43,36,53,53,40,36,37,40,41,36,39,38,43,65,21,52,36,62,11,42,44,67,16,52,36,62,68,42,43,29,42,43,35,10,37,56,29,31,33,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2021,33,42,30,75,52,54,41,55,44,64,31,54,42,53,67,17,53,27,0,11,39,40,65,16,53,28,63,58,40,52,37,41,45,45,15,37,57,24,25,62,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2021,32,45,34,72,57,23,22,30,47,44,27,44,47,50,54,17,50,31,78,9,39,45,61,13,47,32,62,57,42,60,72,40,43,35,9,40,48,22,25,25,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2021,31,45,20,53,50,71,23,40,45,48,27,60,44,26,43,16,52,63,41,10,43,48,63,16,64,27,67,81,50,65,29,60,51,50,13,40,60,27,18,55,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2021,34,35,37,68,32,36,46,42,50,40,38,77,38,81,61,17,50,43,60,10,40,39,70,14,46,42,67,62,49,64,8,44,47,49,15,37,53,23,21,22,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2021,37,81,31,73,60,86,48,40,60,69,49,69,35,41,70,18,57,78,72,14,57,62,75,22,75,42,83,44,57,51,30,74,54,64,22,41,73,26,22,36,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2021,41,85,41,78,61,91,33,86,50,95,56,100,40,90,80,27,59,66,38,17,72,80,95,27,85,49,89,73,57,92,56,72,63,57,23,50,66,54,32,100,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2022,33,59,20,62,38,79,32,63,55,51,37,53,39,54,78,17,48,46,55,12,43,38,82,15,73,37,53,66,44,62,23,62,43,52,16,34,74,26,20,55,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2022,32,38,54,56,62,32,47,38,41,31,30,38,40,69,71,17,47,53,58,11,37,40,68,18,69,27,59,63,42,68,57,57,43,50,15,40,53,23,23,45,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/16/2022,29,57,45,54,48,71,17,47,48,80,26,48,54,16,68,17,49,18,10,11,33,38,67,12,54,43,59,66,41,57,22,43,42,37,12,42,61,27,18,27,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2022,33,50,35,50,49,37,39,42,44,47,43,70,58,82,59,18,49,41,41,10,33,37,61,14,65,35,58,100,39,100,55,53,46,59,10,38,64,35,17,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2022,33,54,36,70,47,52,29,40,48,46,31,37,46,39,76,17,49,50,63,9,32,39,79,16,65,35,59,69,41,88,24,59,43,34,13,39,68,26,19,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2022,30,50,26,54,41,39,36,66,38,38,31,43,47,40,54,17,51,41,52,9,36,25,70,13,62,31,59,62,38,73,33,45,44,38,9,40,62,26,21,27,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/13/2022,34,60,32,39,67,22,42,36,42,22,39,58,43,51,59,17,51,15,51,10,34,31,64,15,55,37,62,93,38,84,24,44,49,52,10,37,58,31,23,39,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2022,29,44,61,80,63,25,24,46,50,56,36,34,50,44,48,15,49,15,37,8,33,39,61,15,75,33,62,68,37,69,31,36,48,42,11,38,65,26,20,66,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/27/2022,35,53,35,75,51,41,57,66,44,53,32,93,78,60,52,16,51,51,62,8,35,32,66,15,70,37,64,72,38,80,39,50,47,54,12,40,58,29,23,44,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/6/2022,36,77,15,71,46,38,60,44,50,53,31,85,40,48,61,16,51,34,78,7,36,44,67,15,59,39,62,68,40,78,90,54,42,52,13,36,69,28,22,35,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/13/2022,37,54,37,72,19,34,29,35,43,55,35,32,44,84,65,16,53,36,56,8,33,27,70,11,59,33,67,59,41,55,15,33,46,46,8,37,56,28,22,73,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/20/2022,42,60,22,70,48,94,64,53,48,61,34,53,48,100,65,16,53,63,48,8,39,37,63,13,72,39,68,63,39,67,41,58,46,53,12,31,73,36,21,52,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/27/2022,40,60,40,68,53,50,28,49,35,50,27,60,41,62,61,16,51,30,30,8,37,38,63,15,65,52,66,64,39,78,66,50,49,68,10,35,61,17,22,42,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2022,42,57,45,61,55,43,11,63,59,49,34,82,45,50,77,16,52,49,77,8,41,43,67,12,71,53,71,42,40,59,42,55,47,68,10,37,61,29,22,58,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2022,41,52,43,87,11,7,37,37,31,61,35,47,37,51,55,17,51,32,36,8,38,33,61,12,77,53,68,45,42,51,23,45,53,65,11,39,70,23,21,12,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,-3,1,3.230769231,-14.07692308,-0.307692308,-4.846153846,-14.15384615,-7.615384615,-8.076923077,-5.692307692,-1.846153846,-1.384615385,-7.538461538,-8.153846154,-1.076923077,-1.538461538,0.384615385,0.769230769,-6.384615385,-0.384615385,-3.384615385,2.461538462,2,-1,5.384615385,-3,-1,1.692307692,-2.615384615,4.538461538,-4,0.230769231,0.230769231,2.692307692,-0.076923077,-1.307692308,8.153846154,2.923076923,-5.076923077,-15.15384615,-1.692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
