Week,Laos,USA,Kuwait,Malaysia,Azerbaijan,Canada,Peru,Bulgaria,Bosnia&Herzegovina,Hungary,Georgia,North Macedonia,Moldova,Croatia,Czechia,Slovakia,Romania,Lithuania,Brazil,Slovenia,Poland,Chile,Latvia,Armenia,Argentina,Colombia,Trinidad&Tobago,Belgium,Paraguay,Italy,Greece,Mexico,Ukraine,United Kingdom,Russia,Tunisia,Serbia,Spain,Portugal,Uruguay,Ecuador,France,Panama,Bolivia,Estonia,Austria,Sweden,Kosovo,South Africa,Iran,Costa Rica,Namibia,Switzerland,Germany,Lebanon,Jordan,Ireland,Puerto Rico,Netherlands,Albania,Turkey,Botswana,Israel,Honduras,Guatemala,Kazakhstan,Denmark,Jamaica,Libya,Bahrain,Oman,Cyprus,Mauritius,Sri Lanka,Cuba,Belarus,Mongolia,Iraq,El Salvador,Finland,Indonesia,Philippines,Norway,Kyrgyzstan,Vietnam,Morocco,Nepal,Dominican Republic,India,Zimbabwe,Thailand,South Korea,Lesotho,Saudi Arabia,Australia,Egypt,Qatar,United Arab Emirates,Singapore,Japan,Zambia,Venezuela,Cambodia,Syria,Bangladesh,Algeria,Pakistan,Senegal,Sudan,Kenya,New Zealand,Uganda,Cameroon,Haiti,Yemen,Mozambique,Ethiopia,Angola,Uzbekistan,Ghana,Nicaragua,Cote d'Ivoire,Nigeria,Congo (Kinshasa),Tanzania,Tajikistan,China
1/21/2018,0,52,0,23,19,38,0,51,0,0,0,65,0,18,28,33,5,0,37,0,11,6,14,23,22,7,0,13,0,4,20,16,12,11,26,0,0,11,37,0,7,23,0,0,0,30,11,0,17,3,43,0,27,54,13,8,13,0,15,11,1,0,32,22,17,5,41,0,0,0,28,0,0,24,100,9,0,0,0,57,47,27,35,13,38,0,0,20,18,0,33,19,0,16,36,0,25,37,51,89,0,0,0,0,0,17,37,0,0,6,17,25,0,0,0,0,0,0,0,20,93,0,25,0,31,44,40
1/28/2018,0,53,0,29,0,49,3,12,0,32,0,0,14,18,14,16,7,21,40,0,9,23,41,0,26,0,19,0,0,4,30,24,18,11,21,0,20,11,38,0,30,24,0,11,0,45,26,0,10,1,0,0,100,69,26,8,17,0,4,10,2,0,7,0,17,40,58,42,0,64,0,32,0,0,0,18,0,0,20,46,29,59,55,0,40,0,34,0,20,0,5,39,0,16,55,7,77,45,26,77,0,0,0,32,24,0,31,0,0,0,28,0,50,0,0,0,0,0,27,20,0,0,37,0,0,0,0
2/4/2018,0,53,16,51,29,40,0,23,31,16,0,0,13,0,0,0,4,0,39,0,9,12,0,0,13,19,40,54,0,0,41,14,17,12,36,24,0,29,52,30,0,23,67,11,0,16,12,0,8,1,22,44,14,56,27,0,13,23,40,31,2,0,39,0,0,20,55,21,0,62,0,32,68,23,0,20,0,0,0,29,29,22,60,14,25,34,0,20,25,47,11,39,49,11,32,43,25,23,37,76,0,12,39,31,0,16,32,0,40,6,11,0,0,0,54,0,0,0,0,0,0,0,26,0,0,0,0
2/11/2018,0,49,16,54,19,39,5,17,0,49,0,0,27,0,28,16,6,0,36,0,16,12,0,0,32,12,0,14,22,2,41,5,15,11,40,0,20,19,45,32,0,41,0,11,0,15,25,0,16,1,0,0,14,30,25,0,18,24,16,10,1,0,13,0,17,10,25,0,0,0,26,0,0,45,0,19,0,0,0,70,21,13,81,24,10,17,0,0,33,0,5,22,0,5,40,14,100,60,41,81,31,19,0,0,24,0,6,0,0,12,22,0,0,0,0,0,61,0,57,0,0,0,65,0,0,0,0
2/18/2018,0,52,0,50,9,34,13,11,0,47,57,0,14,17,14,0,3,43,45,30,11,6,14,0,8,24,56,0,22,7,47,15,9,12,26,0,0,22,73,0,7,48,0,20,0,30,24,0,12,1,0,0,57,51,13,0,12,23,36,20,1,0,26,0,17,15,56,21,0,30,0,16,66,0,0,13,0,43,0,47,26,17,48,0,37,0,0,20,27,0,11,39,0,11,41,14,24,22,16,89,31,25,0,0,0,0,24,0,0,6,5,0,0,0,0,0,0,0,0,0,42,45,26,0,0,0,0
2/25/2018,51,59,0,37,0,46,5,29,0,0,0,32,13,0,28,0,4,0,50,0,15,6,0,0,21,12,0,13,0,4,19,13,11,14,23,0,0,32,14,0,7,42,0,9,20,30,20,0,23,0,20,0,0,55,26,8,16,0,28,20,1,24,27,19,0,44,54,0,0,0,52,73,64,48,0,15,0,22,20,52,44,18,61,12,47,31,0,21,36,0,5,0,0,21,41,21,0,30,10,91,31,24,0,0,0,0,24,0,0,0,16,0,0,0,0,0,0,37,31,42,0,0,0,0,33,0,39
3/4/2018,0,58,0,59,0,40,3,12,32,64,19,33,0,18,14,0,14,0,63,0,13,5,27,23,17,6,0,0,0,3,46,14,13,16,18,0,20,14,21,0,8,47,0,19,20,45,25,29,14,1,0,0,14,20,13,0,11,22,20,32,1,0,7,19,17,33,36,0,0,0,0,29,64,23,0,7,40,0,0,81,46,16,75,40,53,16,32,20,30,0,16,20,0,27,60,20,25,23,98,83,31,19,0,0,0,17,18,0,0,6,37,26,0,0,0,0,0,37,29,0,0,0,13,0,0,0,36
3/11/2018,0,50,0,60,10,49,0,30,32,0,19,33,14,0,14,0,7,62,72,30,16,15,14,23,4,29,18,13,0,3,41,10,10,15,23,24,21,25,14,0,15,35,29,0,0,30,100,29,17,1,20,43,0,45,39,8,12,44,38,32,2,0,20,0,0,25,32,0,0,60,0,15,0,100,0,30,0,0,0,57,46,17,80,0,37,49,0,40,33,0,10,0,0,16,68,0,0,15,31,81,0,13,40,0,48,0,18,0,0,0,11,0,0,0,0,0,0,0,54,0,42,0,90,0,0,0,0
3/18/2018,100,57,16,37,0,38,7,11,0,0,20,32,13,35,56,0,11,0,77,30,4,10,28,24,20,6,0,67,20,9,15,10,15,14,20,0,0,18,59,0,8,30,0,10,20,0,49,28,11,3,0,0,0,75,0,0,20,0,12,0,2,24,27,0,0,23,50,20,0,0,0,15,0,0,0,28,0,0,0,57,28,13,47,15,41,17,66,0,19,0,16,59,0,33,50,34,50,8,36,50,31,13,0,0,0,0,18,0,0,19,43,0,0,0,0,0,0,0,31,0,0,0,79,100,0,0,0
3/25/2018,0,54,33,61,10,45,8,18,0,50,19,0,28,0,14,0,4,22,63,0,7,10,14,0,0,0,0,27,0,7,31,6,8,12,23,0,0,21,23,0,0,72,0,11,41,0,27,0,16,0,24,96,29,37,40,8,12,0,16,0,1,0,28,0,24,16,40,21,0,31,0,0,0,0,0,15,0,23,25,42,23,6,43,0,27,0,0,23,34,0,6,58,0,43,60,14,26,33,53,84,0,0,39,0,50,0,25,0,0,0,6,0,0,0,0,65,0,0,30,0,0,0,71,0,0,0,0
4/1/2018,0,54,0,59,10,42,2,20,33,17,0,0,0,20,30,0,4,0,90,0,2,25,14,50,37,6,0,0,21,5,64,8,11,11,24,22,0,11,29,0,0,24,0,0,0,34,32,0,17,1,20,0,62,59,28,0,29,44,24,11,1,28,35,0,18,40,36,41,0,0,0,15,0,25,0,13,40,24,0,67,28,18,36,28,48,17,31,20,29,0,11,76,0,27,60,21,0,24,15,73,0,0,0,0,48,17,19,0,0,6,17,0,0,0,0,62,0,0,27,20,0,0,13,0,0,0,0
4/8/2018,0,57,0,38,10,56,2,20,0,51,0,38,17,0,57,0,8,23,71,32,16,10,29,0,12,18,0,42,0,5,69,16,10,11,21,22,23,28,21,0,8,18,0,0,21,65,24,0,25,2,20,0,30,72,0,0,11,22,16,12,2,0,26,0,35,40,60,0,0,30,0,15,0,27,0,23,40,23,0,29,25,12,30,14,56,33,31,0,56,0,6,19,0,16,50,13,25,0,31,79,0,7,0,0,0,17,51,0,0,17,47,53,0,0,0,0,34,0,0,19,0,0,38,0,0,0,30
4/15/2018,0,54,0,33,11,35,7,45,35,17,0,0,16,19,44,18,5,0,69,33,16,25,14,0,16,24,0,28,0,4,21,15,11,18,22,0,0,22,42,0,8,38,0,10,21,16,25,0,27,1,20,0,45,53,0,8,19,0,29,11,1,0,34,0,0,31,42,0,0,0,0,0,0,27,0,17,0,0,40,63,33,14,86,0,44,0,0,20,38,0,11,20,0,33,48,14,50,31,25,69,35,0,0,28,24,18,32,0,0,6,17,0,0,0,0,0,0,0,0,40,92,0,13,0,0,0,31
4/22/2018,0,60,16,27,21,36,4,6,0,0,21,0,0,0,58,18,11,0,63,0,5,15,28,0,12,12,37,13,20,5,52,13,17,14,24,0,0,7,29,28,0,12,0,10,0,16,25,0,11,1,0,0,44,36,26,0,17,22,8,0,1,26,44,0,0,25,23,20,0,30,26,0,0,0,0,11,0,0,0,96,20,19,50,14,30,17,0,0,50,0,16,58,0,5,52,27,25,61,25,65,0,7,41,0,24,36,6,0,42,6,39,0,0,0,0,0,0,36,0,41,0,0,14,0,0,0,0
4/29/2018,0,56,0,54,0,33,9,20,0,35,21,37,0,0,15,0,15,0,66,36,3,10,32,26,16,32,0,13,0,3,30,9,9,11,26,0,0,7,37,0,8,25,30,0,0,0,19,0,18,3,0,0,15,68,28,0,17,22,20,0,1,0,52,42,0,38,13,81,0,0,0,15,0,26,0,25,0,0,0,53,26,6,45,0,29,0,0,0,32,0,26,19,0,11,64,41,25,15,31,64,31,0,0,0,75,18,26,0,0,6,32,0,0,0,0,0,0,37,28,41,0,0,13,0,0,0,37
5/6/2018,0,53,63,43,0,42,0,26,36,49,39,0,15,18,57,0,6,0,72,31,7,20,29,0,27,30,0,14,0,8,19,9,10,10,19,23,22,25,51,0,7,31,28,10,22,17,28,0,17,2,20,0,30,43,13,25,18,44,20,0,1,0,19,0,0,40,19,0,0,0,26,0,34,0,0,19,0,23,0,36,65,13,31,14,39,0,29,0,35,0,28,37,0,16,73,21,0,30,20,64,0,13,0,29,45,0,39,0,0,6,27,0,0,0,0,0,0,0,0,0,46,0,39,0,0,0,0
5/13/2018,0,48,16,22,11,40,9,50,0,17,0,0,15,55,14,35,6,45,73,31,14,10,43,27,8,25,36,26,67,3,51,16,11,13,19,0,0,22,22,0,0,24,0,0,65,16,15,0,26,1,0,0,29,46,14,9,18,22,12,33,1,0,40,0,0,32,51,0,0,0,0,0,0,25,0,20,44,0,20,30,40,24,22,15,36,19,0,20,41,0,5,0,0,11,59,37,25,23,46,66,0,0,0,0,50,0,43,0,0,13,21,0,0,0,0,0,0,36,0,20,0,0,41,0,36,0,30
5/20/2018,0,49,32,58,11,49,7,27,0,68,63,0,66,18,14,0,9,23,88,63,17,21,60,27,49,29,36,53,0,11,49,12,15,11,26,0,23,29,28,0,0,49,29,10,0,16,14,0,31,2,0,0,0,32,28,19,20,66,43,23,3,0,40,41,18,22,38,21,0,31,26,43,0,25,0,9,0,27,20,60,100,34,79,18,33,20,58,79,63,0,22,38,0,100,59,22,25,64,63,54,64,7,0,0,78,0,100,0,50,27,22,0,0,0,0,0,36,0,24,42,0,0,28,0,0,100,0
5/27/2018,0,41,48,50,11,29,11,26,36,34,21,0,0,19,57,0,5,0,67,31,3,5,0,27,32,12,19,0,59,7,15,11,15,11,25,0,0,36,22,28,7,24,0,11,66,33,20,0,22,2,20,0,14,36,14,0,20,0,19,23,1,0,65,0,0,49,14,83,0,0,0,28,35,26,0,29,0,50,0,48,78,19,47,16,31,19,30,20,28,0,33,19,0,29,49,28,0,16,32,68,0,28,0,0,79,39,42,0,47,7,28,0,0,0,0,0,0,0,28,62,0,0,27,0,0,0,31
6/3/2018,0,40,0,21,11,41,9,13,0,67,0,0,31,17,0,18,10,0,87,0,9,5,0,27,20,20,18,52,21,4,10,12,14,12,26,0,0,18,49,29,21,41,0,0,21,31,13,34,22,0,0,0,28,31,14,0,6,23,27,0,2,0,26,0,19,11,28,0,0,0,27,29,0,25,0,10,0,76,0,36,61,18,46,16,29,19,30,40,25,0,17,19,0,0,39,50,0,16,32,77,0,14,40,0,53,0,44,0,0,21,38,0,0,0,0,33,0,35,23,20,0,0,27,0,0,0,0
6/10/2018,0,48,30,41,11,42,4,30,0,48,20,0,46,33,14,0,2,69,86,0,20,19,15,0,30,13,17,37,19,5,19,5,11,11,20,25,42,18,14,0,13,23,28,28,0,0,38,0,13,1,0,0,55,20,25,8,11,22,11,0,1,0,25,0,17,27,35,19,0,0,0,14,65,0,0,20,0,23,0,64,73,19,34,17,34,0,0,20,27,0,0,36,0,36,55,7,0,8,26,53,0,7,0,0,0,0,43,0,0,0,37,0,0,0,0,0,0,0,22,21,0,0,13,0,100,0,0
6/17/2018,0,44,15,53,0,40,7,25,0,17,19,0,0,17,14,0,9,47,62,32,7,10,0,0,29,13,50,0,19,5,18,8,10,17,16,0,0,27,57,28,28,12,53,0,22,46,26,0,20,3,19,0,0,20,0,8,14,22,30,22,1,0,19,20,0,11,31,0,0,58,0,15,0,0,0,12,0,0,19,65,28,18,25,36,30,29,51,0,19,0,26,19,0,0,52,42,25,23,15,51,31,7,38,0,47,32,18,0,0,6,37,0,0,0,0,0,0,0,22,21,0,0,27,0,0,0,0
6/24/2018,0,42,0,46,23,30,4,18,33,33,59,0,31,16,44,18,6,23,56,0,2,14,15,0,27,0,0,28,37,4,45,7,18,12,23,0,43,19,36,0,0,54,27,0,0,15,27,30,34,3,0,0,44,91,24,8,6,0,24,0,1,0,25,0,0,16,24,0,0,28,25,15,0,51,0,16,0,20,0,52,23,14,43,0,27,0,0,0,22,0,16,0,0,32,44,6,0,0,10,60,64,0,38,0,0,0,23,0,0,6,11,0,0,0,0,37,0,0,47,21,0,0,40,0,0,0,0
7/1/2018,0,39,31,35,0,29,2,19,0,50,20,0,0,16,0,20,4,0,55,0,7,0,14,0,19,7,0,14,19,2,39,10,13,10,19,0,22,22,36,0,7,36,27,10,21,31,25,0,13,1,20,0,29,66,12,0,14,0,8,11,1,0,38,0,17,52,30,40,0,0,25,15,0,0,0,25,0,0,19,29,28,13,17,74,45,0,0,21,23,0,15,0,0,33,40,25,0,15,68,60,32,0,0,0,89,18,6,0,0,6,33,0,0,0,0,0,36,100,0,21,51,0,0,0,0,0,0
7/8/2018,0,48,16,46,12,27,0,60,0,33,0,0,16,15,15,0,12,23,46,32,2,0,45,29,16,6,0,14,0,1,0,8,17,12,22,0,21,15,7,29,0,36,27,0,22,0,23,0,15,1,0,0,15,10,13,8,19,22,12,0,1,0,50,0,17,23,25,0,0,0,0,15,33,0,0,9,0,47,19,30,28,19,46,55,67,0,27,20,30,0,21,19,0,39,51,24,0,31,30,60,0,8,0,0,0,0,23,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,26,0,33,0,0
7/15/2018,0,45,16,10,0,30,2,13,0,34,0,0,0,0,30,0,2,24,57,35,10,11,0,0,8,14,0,30,19,6,25,4,7,13,27,0,23,23,22,0,8,52,29,11,0,32,19,0,16,3,0,0,16,68,0,8,16,0,8,0,1,0,46,0,52,24,28,21,0,0,81,0,0,24,0,29,0,0,0,24,38,16,36,38,69,18,29,40,21,0,11,0,0,45,31,12,0,34,47,60,0,0,0,0,23,0,17,0,0,13,34,100,0,0,0,0,0,0,47,20,0,0,26,0,0,0,0
7/22/2018,0,50,0,57,36,31,5,18,0,17,21,0,32,16,30,0,8,0,56,0,12,0,0,58,24,19,18,74,19,2,19,10,14,15,24,0,0,19,22,0,8,13,0,21,0,16,26,0,20,2,59,0,0,57,0,0,10,0,26,0,1,0,39,0,0,41,26,21,0,0,0,15,33,50,0,22,0,100,21,36,44,12,30,38,78,0,0,0,23,100,28,19,0,34,47,13,0,8,36,61,0,0,0,0,0,38,56,0,0,7,22,0,0,0,0,77,69,36,48,0,0,0,53,0,0,0,32
7/29/2018,0,40,0,20,0,32,0,31,0,17,41,0,0,31,30,0,9,24,61,35,17,5,0,0,43,25,0,58,0,3,38,14,14,11,21,0,0,4,21,0,15,19,0,10,0,17,22,0,21,2,0,0,34,37,13,8,15,22,26,11,2,0,33,0,0,12,20,0,0,31,0,15,33,72,0,12,0,0,0,17,24,21,33,19,73,0,0,0,31,0,36,0,0,23,52,19,0,25,30,41,0,0,40,0,24,38,23,0,43,19,5,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,91
8/5/2018,0,41,0,46,0,39,7,13,34,0,20,35,67,0,58,0,5,0,57,66,12,10,15,28,45,39,17,28,19,8,20,5,9,10,30,23,0,15,14,0,0,26,0,0,21,16,25,0,8,1,0,0,62,31,0,0,8,44,21,0,1,24,65,0,0,52,51,0,0,31,0,15,32,24,0,22,0,22,0,51,36,14,36,0,94,35,29,0,34,0,21,0,0,22,37,19,54,33,36,72,30,0,0,0,23,0,12,0,0,12,11,29,0,0,0,0,0,0,40,19,50,0,24,0,33,0,31
8/12/2018,0,38,0,62,34,25,7,38,0,17,0,0,17,30,30,19,10,24,73,0,10,5,29,29,50,24,17,14,20,2,47,3,17,10,30,0,22,27,22,0,8,20,0,19,0,33,7,0,14,1,0,0,15,26,27,8,4,22,25,10,1,0,26,0,0,34,36,0,0,0,0,31,0,24,0,24,0,46,0,22,41,29,30,0,77,18,0,42,30,0,15,19,0,11,69,39,0,42,35,43,0,0,0,0,24,0,49,0,0,0,22,0,0,0,0,0,0,35,42,38,0,0,25,0,33,0,30
8/19/2018,0,36,18,49,0,33,2,25,35,34,0,36,0,46,45,0,1,23,73,0,0,20,0,0,37,13,0,42,19,5,39,6,12,19,22,0,67,20,37,0,16,39,0,0,0,0,19,0,14,1,0,0,29,36,14,0,24,22,24,11,1,0,21,20,18,17,32,21,0,0,0,16,0,0,0,17,47,0,0,56,43,22,25,0,56,40,30,0,27,0,16,18,0,13,59,27,0,30,10,69,0,0,0,61,0,21,13,0,0,0,17,0,0,0,0,0,0,0,46,20,0,0,13,0,0,0,0
8/26/2018,0,35,0,47,0,22,12,25,0,33,0,0,0,16,15,0,3,0,70,0,5,19,0,0,30,18,0,28,0,4,23,12,14,10,23,0,0,19,37,29,8,24,0,0,0,0,25,31,16,1,0,0,57,21,13,16,12,0,12,11,1,0,54,0,17,35,32,0,0,0,27,15,0,49,0,9,0,0,0,34,45,31,25,39,38,17,30,0,28,0,35,18,0,39,57,19,0,34,34,59,30,0,0,29,0,36,24,0,43,0,17,0,0,0,0,0,0,0,0,57,0,0,24,0,34,54,0
9/2/2018,0,38,32,46,12,28,2,19,0,34,0,0,32,0,14,0,2,24,55,31,7,10,0,0,27,42,0,27,0,4,27,15,15,10,27,0,22,22,36,0,8,6,0,28,0,0,20,0,27,2,20,0,29,41,26,0,12,22,20,0,1,0,21,0,52,33,54,42,0,30,0,0,0,0,0,16,44,0,0,22,23,42,49,37,55,0,30,0,33,0,10,19,0,27,62,31,0,8,40,69,0,0,0,0,0,0,12,0,0,25,55,0,0,0,0,34,22,31,0,37,0,0,26,0,0,0,28
9/9/2018,0,39,0,31,0,30,2,19,0,34,61,0,16,0,0,0,4,0,67,33,12,16,14,0,39,25,18,0,0,2,57,22,11,9,25,0,0,11,7,0,0,30,0,19,0,48,21,0,47,1,21,0,29,31,40,0,10,0,20,0,1,0,37,22,0,21,36,0,0,31,0,15,0,0,0,9,0,23,0,33,26,34,30,0,57,18,91,0,32,0,32,37,0,5,66,25,0,32,30,60,30,0,0,0,44,54,17,0,42,0,39,0,0,0,0,0,0,31,0,38,0,0,39,0,0,0,27
9/16/2018,0,43,0,10,11,33,2,13,0,17,20,0,33,0,29,0,4,0,64,0,14,6,0,57,32,31,0,41,19,4,29,22,15,10,21,0,0,18,22,0,15,12,0,0,21,16,19,0,15,1,0,45,14,36,0,0,2,44,12,0,2,0,43,0,18,45,23,60,0,0,0,0,0,71,0,24,0,23,20,83,35,35,54,0,31,18,0,0,27,41,26,0,0,11,62,19,24,22,25,57,30,17,0,0,21,0,12,0,42,17,17,0,0,0,0,0,0,0,0,19,0,0,48,0,33,0,0
9/23/2018,0,48,31,47,0,35,2,20,0,35,20,0,16,0,0,36,5,0,70,0,9,5,14,0,23,19,37,40,18,8,23,12,8,11,16,47,23,32,58,28,15,24,29,0,0,0,54,0,15,1,0,0,15,15,13,8,16,0,16,0,1,0,21,0,0,41,18,0,0,0,24,14,0,25,0,9,0,0,0,40,37,22,56,0,55,0,29,0,32,0,5,41,0,11,41,26,48,22,15,45,0,8,0,29,20,18,22,0,0,12,23,0,0,0,0,0,0,32,21,19,0,0,47,0,0,50,28
9/30/2018,0,50,0,41,21,37,5,13,0,0,20,36,0,0,14,0,4,0,56,0,5,25,28,0,12,32,37,13,19,2,34,16,13,10,20,0,0,32,45,60,0,36,59,19,0,16,30,0,12,2,0,0,30,36,26,17,14,22,16,22,1,0,40,23,18,25,45,82,0,0,0,14,0,0,0,20,0,0,0,45,33,28,37,17,62,0,0,20,30,0,15,19,0,27,39,26,25,0,41,71,28,8,0,0,23,17,6,0,0,0,12,0,0,0,0,0,0,0,38,19,0,0,0,0,0,0,0
10/7/2018,0,46,15,19,23,72,0,47,0,0,21,0,0,19,28,19,6,47,44,0,7,19,14,57,20,14,100,0,38,3,36,14,14,20,23,0,23,22,51,0,8,24,30,10,0,31,28,0,17,2,21,0,15,51,13,17,42,0,28,12,1,0,27,0,0,45,44,0,0,0,24,29,0,47,0,11,0,0,0,80,54,29,32,0,49,36,0,0,48,0,32,20,0,5,66,33,0,39,30,56,87,9,0,0,44,17,46,0,45,6,30,0,0,0,0,0,0,0,0,38,0,0,75,0,67,0,0
10/14/2018,0,52,0,48,0,41,2,27,0,70,0,0,16,0,14,0,9,23,49,0,17,11,14,0,13,34,0,53,0,7,56,23,18,14,20,23,0,21,52,0,8,24,30,19,0,16,26,0,19,2,22,0,45,20,13,0,10,0,12,0,2,0,26,21,0,15,47,0,0,30,0,14,34,0,0,7,0,51,0,30,38,43,68,33,44,17,0,20,22,0,16,58,0,5,43,27,50,39,10,68,0,9,0,0,0,16,24,0,0,0,29,27,0,0,0,0,0,0,19,0,0,0,25,0,0,0,0
10/21/2018,0,57,0,19,11,33,5,33,0,0,0,0,31,18,14,18,8,23,62,0,14,0,28,27,20,13,20,95,19,10,26,10,15,10,19,0,0,18,51,59,15,30,94,19,0,32,24,0,15,2,0,91,15,45,0,0,14,45,36,0,3,0,32,0,21,25,38,22,0,0,49,14,0,24,0,15,0,0,0,40,48,9,52,0,55,17,0,21,27,0,5,39,0,22,48,26,0,54,15,63,29,0,0,60,21,17,0,0,0,0,12,26,0,0,0,35,0,0,0,58,0,0,0,0,0,0,26
10/28/2018,0,55,0,29,23,51,10,26,0,17,22,35,32,18,28,0,10,49,60,0,12,22,14,0,66,20,0,56,20,2,66,8,11,9,19,23,43,18,31,0,0,12,0,21,0,16,19,0,12,3,21,0,14,50,14,0,14,23,27,23,1,0,19,0,0,0,37,43,0,0,0,14,0,24,0,11,0,0,0,57,46,16,52,15,36,0,0,63,34,83,21,40,0,28,58,0,0,39,34,78,0,9,0,0,43,17,18,0,0,11,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,26
11/4/2018,0,54,16,25,23,40,0,6,0,16,0,0,16,0,27,0,5,0,82,0,9,0,14,0,43,27,0,13,0,11,72,18,11,10,23,0,42,24,43,0,15,35,0,19,0,31,19,31,18,0,21,0,14,38,26,8,15,21,15,11,2,23,44,21,0,15,27,21,34,0,0,0,35,47,0,7,0,24,0,67,42,15,70,17,43,17,37,20,25,0,11,0,0,22,46,20,0,8,36,71,27,8,0,0,22,32,19,100,0,22,11,0,0,0,0,0,0,0,35,18,0,0,12,0,0,0,0
11/11/2018,0,52,16,31,0,43,5,13,69,17,0,35,0,19,41,17,7,22,67,0,16,5,42,0,32,28,39,39,0,3,36,21,11,11,21,25,0,21,53,56,0,18,0,9,0,46,23,0,17,3,0,43,28,49,27,0,11,46,23,0,1,0,32,23,21,10,33,0,0,59,0,15,34,0,0,21,0,0,0,32,31,12,24,32,49,35,32,0,36,0,21,0,0,28,43,21,0,31,26,59,0,18,0,31,22,17,12,0,0,0,34,27,0,0,0,0,0,35,0,19,0,0,26,0,0,0,0
11/18/2018,0,46,16,47,22,45,7,18,0,32,41,0,29,18,13,17,5,0,54,31,13,10,0,55,51,7,20,26,20,2,20,18,8,10,20,50,0,17,14,30,15,41,63,19,0,0,23,0,16,2,0,0,28,24,13,9,13,0,26,0,1,0,31,47,0,19,22,64,0,0,0,29,0,0,0,11,0,48,0,50,40,10,35,30,31,0,63,0,26,0,17,38,0,28,53,20,75,39,30,58,0,18,0,0,22,33,32,0,0,6,49,0,0,0,0,0,0,0,18,19,0,0,13,0,68,0,0
11/25/2018,0,51,64,41,0,47,5,30,0,0,20,0,28,18,27,0,4,0,70,0,17,15,28,0,20,0,39,13,0,6,65,10,10,9,20,73,0,32,22,0,15,17,0,0,0,15,24,0,15,2,0,0,0,39,13,43,19,0,23,0,1,0,40,0,22,29,27,43,34,29,49,0,33,24,0,6,43,25,0,40,41,9,30,15,49,88,0,21,32,45,16,0,0,50,39,67,0,55,26,54,0,0,0,60,0,83,18,0,0,6,22,54,0,0,0,0,0,35,0,19,0,0,13,0,32,0,0
12/2/2018,48,53,16,40,0,43,5,6,0,0,40,34,0,0,27,0,7,0,44,0,4,10,0,0,21,16,0,13,0,8,51,20,11,11,18,24,0,30,38,0,0,24,100,0,21,76,25,0,16,2,0,0,14,34,0,25,9,0,15,0,1,25,20,48,0,29,27,44,67,0,25,30,0,0,0,25,0,25,0,11,41,16,59,0,45,53,31,21,33,0,16,38,0,56,42,61,0,25,16,63,28,0,39,0,23,100,6,0,0,11,12,0,0,0,0,0,0,35,0,0,0,0,0,0,0,45,0
12/9/2018,0,51,16,41,11,40,5,13,0,49,39,33,28,0,55,0,12,0,43,65,5,0,27,0,29,8,42,13,0,8,55,10,7,10,20,25,20,22,16,0,8,12,0,0,0,15,16,0,16,2,23,0,28,59,40,17,14,23,4,22,1,0,45,0,0,10,32,63,34,30,24,48,0,0,0,12,0,0,0,56,48,16,31,30,45,0,31,0,29,0,44,39,0,17,36,13,0,16,11,42,0,0,39,32,22,17,31,0,0,18,24,0,52,0,0,0,0,0,0,19,0,0,26,0,32,0,0
12/16/2018,0,45,48,21,0,29,0,20,0,18,40,0,14,0,15,18,5,66,40,0,7,6,44,0,26,17,0,42,0,4,42,7,12,10,21,0,0,20,53,0,17,85,0,0,21,31,17,29,16,3,22,0,14,36,0,8,6,47,8,0,1,28,32,0,0,35,20,0,0,0,25,17,0,24,0,23,0,25,0,36,31,25,11,14,40,51,0,0,36,0,15,20,0,34,30,19,0,0,17,57,53,0,0,0,0,19,31,0,41,22,33,0,0,0,0,0,0,0,17,36,0,0,0,0,0,0,0
12/23/2018,33,32,0,27,11,24,6,51,0,0,0,34,44,21,0,19,9,25,38,0,19,0,16,0,15,0,22,16,0,5,29,4,9,8,19,0,0,9,50,0,21,28,0,0,0,35,24,0,8,3,0,0,35,46,13,17,21,0,17,13,1,0,33,0,0,15,0,23,0,31,0,0,0,0,0,13,0,0,0,39,30,16,6,0,45,0,0,0,29,55,17,42,0,12,34,26,53,34,24,42,0,0,0,0,48,19,6,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,26
12/30/2018,0,38,17,21,12,27,3,20,0,0,23,36,0,19,29,17,10,22,32,0,9,12,15,0,10,30,0,0,0,7,32,8,15,9,18,28,0,26,31,0,0,19,37,13,0,0,19,0,10,3,0,0,16,32,25,8,10,0,12,0,1,0,47,0,0,12,40,0,0,0,0,34,0,0,0,11,0,0,0,17,33,18,22,34,29,0,0,0,30,0,40,20,0,12,28,26,26,42,17,47,28,0,0,31,26,19,55,0,60,6,30,0,0,0,0,0,0,77,19,20,0,0,14,0,31,0,32
