Week,Laos,USA,Kuwait,Malaysia,Azerbaijan,Canada,Peru,Bulgaria,Bosnia&Herzegovina,Hungary,Georgia,North Macedonia,Moldova,Croatia,Czechia,Slovakia,Romania,Lithuania,Brazil,Slovenia,Poland,Chile,Latvia,Armenia,Argentina,Colombia,Trinidad&Tobago,Belgium,Paraguay,Italy,Greece,Mexico,Ukraine,United Kingdom,Russia,Tunisia,Serbia,Spain,Portugal,Uruguay,Ecuador,France,Panama,Bolivia,Estonia,Austria,Sweden,Kosovo,South Africa,Iran,Costa Rica,Namibia,Switzerland,Germany,Lebanon,Jordan,Ireland,Puerto Rico,Netherlands,Albania,Turkey,Botswana,Israel,Honduras,Guatemala,Kazakhstan,Denmark,Jamaica,Libya,Bahrain,Oman,Cyprus,Mauritius,Sri Lanka,Cuba,Belarus,Mongolia,Iraq,El Salvador,Finland,Indonesia,Philippines,Norway,Kyrgyzstan,Vietnam,Morocco,Nepal,Dominican Republic,India,Zimbabwe,Thailand,South Korea,Lesotho,Saudi Arabia,Australia,Egypt,Qatar,United Arab Emirates,Singapore,Japan,Zambia,Venezuela,Cambodia,Syria,Bangladesh,Algeria,Pakistan,Senegal,Sudan,Kenya,New Zealand,Uganda,Cameroon,Haiti,Yemen,Mozambique,Ethiopia,Angola,Uzbekistan,Ghana,Nicaragua,Cote d'Ivoire,Nigeria,Congo (Kinshasa),Tanzania,Tajikistan,China
1/6/2019,0,44,16,32,11,39,0,6,0,50,0,0,29,0,0,16,8,0,43,0,11,17,41,0,9,8,38,0,0,4,49,9,12,11,21,0,0,28,36,0,30,41,34,0,20,29,68,0,8,1,0,0,13,51,24,16,9,22,19,0,1,0,26,0,21,21,18,40,0,0,25,47,0,0,0,8,0,0,0,77,38,21,38,0,48,18,0,0,25,0,33,0,0,17,36,13,0,31,16,48,0,0,0,0,70,0,18,0,0,6,16,27,0,0,0,0,0,35,17,18,0,0,26,0,0,0,26
1/13/2019,36,41,32,38,0,40,5,6,0,17,0,0,28,0,13,0,11,43,39,32,11,0,0,26,4,22,19,27,0,9,35,15,14,13,16,0,40,27,14,0,0,36,0,0,20,43,36,0,6,1,0,0,13,41,0,24,13,0,35,0,1,0,71,0,0,10,32,20,34,0,0,0,0,24,0,18,0,0,24,28,25,23,25,0,33,52,0,0,45,0,26,19,0,11,21,6,0,45,21,91,0,0,0,0,0,37,53,0,0,6,10,0,0,0,0,0,0,0,0,37,0,0,24,0,32,0,0
1/20/2019,38,42,16,49,21,50,3,18,0,16,39,0,0,0,14,0,4,0,41,0,7,5,14,0,13,22,0,0,0,4,43,18,6,8,22,26,0,7,28,0,0,40,0,12,19,42,36,26,8,1,0,0,52,69,39,0,11,0,22,11,1,0,33,22,18,19,28,39,0,0,0,17,0,24,0,18,0,0,0,59,36,12,34,0,30,0,0,0,32,84,26,39,0,28,26,12,0,37,26,63,0,0,0,0,23,53,41,0,64,17,31,0,0,0,0,0,0,0,51,0,0,0,12,0,0,0,0
1/27/2019,0,37,0,32,10,40,5,19,0,17,0,0,14,0,0,33,3,21,28,0,93,22,14,0,100,41,37,26,0,42,35,96,13,10,21,0,0,69,14,58,54,34,32,12,0,14,21,0,16,3,20,0,0,92,13,16,14,62,55,11,1,0,7,22,35,41,14,0,35,0,0,51,0,24,0,10,0,24,21,59,41,20,35,44,12,34,0,19,32,0,30,19,0,33,34,12,23,15,27,73,52,69,0,0,46,18,35,0,66,6,41,0,0,0,0,0,0,0,35,0,55,0,0,0,0,0,39
2/3/2019,0,47,15,40,10,34,26,69,0,67,39,0,28,0,27,80,4,21,41,0,100,22,13,0,62,72,0,0,0,61,50,90,13,11,25,25,0,90,21,58,8,52,31,23,0,88,21,0,20,2,40,0,14,74,24,16,11,0,30,0,1,0,38,0,17,14,41,20,0,89,0,0,0,23,0,10,62,23,39,77,48,20,70,58,28,0,0,58,27,0,26,0,0,16,44,17,24,30,12,95,0,43,38,0,22,0,23,0,0,6,20,0,0,0,0,0,0,0,48,0,0,0,50,0,0,0,0
2/10/2019,0,48,15,31,10,41,15,6,0,100,19,0,41,17,27,49,4,21,44,0,74,22,13,0,57,81,0,13,20,40,24,84,9,10,23,0,0,100,54,58,40,47,0,60,18,58,15,0,20,2,60,0,0,33,12,0,16,0,65,22,1,0,31,100,100,23,20,19,0,0,24,16,0,22,0,10,39,23,40,60,59,16,34,28,43,17,29,20,28,41,30,37,0,5,32,24,24,22,31,82,0,100,35,0,0,0,17,0,0,11,25,0,0,0,0,0,27,0,32,18,0,0,24,0,0,0,0
2/17/2019,0,51,0,52,20,34,13,25,0,17,0,0,28,17,68,100,6,21,51,33,81,34,40,0,84,100,36,97,21,46,44,95,15,11,19,0,39,73,54,59,49,61,92,100,19,100,37,0,30,1,78,0,55,100,24,8,13,83,35,0,1,0,57,20,83,14,50,39,33,0,24,0,30,0,0,18,0,48,100,61,42,30,66,14,45,33,0,19,30,0,20,57,0,28,54,0,24,7,20,58,100,43,34,0,0,0,33,0,0,5,19,0,0,0,0,0,27,0,98,0,0,0,36,0,33,0,0
2/24/2019,0,54,32,36,10,38,13,19,0,17,19,0,0,18,27,17,3,21,51,69,83,15,0,50,79,99,0,13,20,51,40,100,14,11,24,0,0,100,41,29,17,24,32,10,38,43,22,0,6,1,38,0,54,68,0,15,7,0,34,11,2,0,18,40,83,38,33,0,33,0,0,0,0,0,0,2,0,91,99,42,31,21,39,0,78,17,0,0,42,0,15,39,0,11,35,18,23,21,25,75,0,19,0,0,22,19,11,0,0,5,30,0,0,0,0,0,0,0,0,34,0,48,11,0,0,0,28
3/3/2019,0,54,63,36,33,38,26,61,33,69,20,0,31,0,27,34,4,0,41,0,56,5,13,51,50,71,0,82,20,63,53,84,12,12,26,0,0,99,21,30,19,70,37,35,0,42,30,0,22,2,79,0,26,90,62,8,15,0,34,34,12,0,45,41,18,26,27,21,100,30,24,33,0,24,0,17,0,24,63,61,41,22,40,16,70,0,60,58,29,0,21,58,0,39,43,37,24,37,46,80,0,55,0,0,22,19,6,0,0,16,55,0,0,0,0,31,0,0,17,0,0,0,49,0,0,0,0
3/10/2019,0,51,15,41,21,45,29,19,0,52,39,0,42,35,54,48,4,22,66,0,65,100,14,25,87,63,0,27,38,100,48,81,11,12,23,0,21,71,35,28,56,100,0,61,0,28,29,28,12,1,100,0,52,75,25,16,5,62,67,0,8,0,32,20,36,14,9,0,0,30,0,16,0,48,0,10,0,0,0,33,29,20,35,0,53,35,29,0,18,0,10,38,0,23,52,31,72,58,21,74,51,40,0,0,0,0,33,0,0,11,14,24,53,0,0,33,56,0,34,0,0,0,33,0,0,0,0
3/17/2019,0,50,16,36,0,35,83,7,0,52,37,0,0,0,14,0,8,0,66,0,71,46,14,0,77,89,0,83,38,65,26,69,11,14,21,26,21,99,57,28,40,42,0,20,0,89,18,0,18,2,60,0,0,92,0,0,13,41,34,0,2,21,41,21,37,21,14,0,0,30,0,16,0,25,0,16,0,47,42,77,50,17,45,0,59,17,29,58,30,39,16,75,54,34,43,13,94,22,26,62,0,78,34,0,22,19,23,0,87,6,15,0,0,0,53,74,55,34,70,35,50,0,38,0,34,0,28
3/24/2019,0,52,16,42,10,45,100,7,33,34,38,0,15,0,0,51,10,0,88,0,54,50,14,0,98,79,0,56,80,54,31,89,11,9,22,0,64,91,49,86,100,61,57,72,39,30,31,0,37,3,20,0,27,96,0,24,17,0,35,33,2,0,31,84,92,16,27,0,0,0,46,0,0,0,0,2,40,0,43,33,32,11,55,0,69,0,0,79,46,0,37,93,0,17,57,68,23,15,36,57,55,74,0,0,22,20,46,0,0,0,45,29,0,0,0,34,29,0,18,56,100,0,0,0,0,0,27
3/31/2019,44,55,31,84,10,35,25,21,0,0,38,0,79,18,14,17,6,23,76,68,31,0,14,0,12,26,0,0,19,12,31,22,13,10,22,0,0,19,34,0,32,53,29,20,0,60,25,30,84,2,0,0,13,67,12,25,20,21,12,0,1,0,58,21,0,10,23,21,0,57,49,15,0,0,0,7,0,24,21,50,49,8,58,46,34,0,0,82,28,79,21,38,100,17,55,38,0,39,0,61,0,0,37,0,24,0,24,0,0,11,10,25,0,0,0,33,0,35,34,19,0,0,26,0,0,0,0
4/7/2019,0,48,0,32,33,32,4,13,0,17,0,0,15,51,0,34,5,0,71,0,14,6,42,27,28,7,0,14,0,7,30,19,19,11,24,0,0,19,14,0,8,54,0,0,40,30,37,0,100,1,21,0,25,43,26,0,23,21,7,0,1,0,45,0,19,40,29,63,0,0,23,30,0,0,0,13,83,0,0,31,35,13,41,0,25,36,27,0,23,0,30,56,0,6,63,38,24,8,20,84,0,24,0,0,0,0,6,0,0,11,20,0,0,0,0,99,0,65,16,0,52,0,40,0,0,0,27
4/14/2019,0,48,0,15,21,26,7,6,0,0,0,0,0,18,15,18,2,23,67,0,17,6,30,27,13,0,37,30,0,10,62,2,13,9,24,0,21,8,48,0,17,37,0,22,0,49,28,0,50,3,0,0,0,16,12,8,10,45,4,0,1,0,20,27,24,34,37,21,0,0,24,44,31,0,0,15,0,25,0,57,33,16,18,15,28,0,28,0,29,45,6,75,0,17,53,50,0,38,30,62,0,13,0,56,69,0,36,0,0,17,16,0,0,0,0,32,0,0,0,19,0,0,39,0,0,0,26
4/21/2019,0,51,47,31,0,37,9,21,0,0,0,0,33,0,0,0,8,0,61,0,5,6,15,0,12,19,18,14,18,1,29,6,21,11,19,0,44,27,48,0,8,54,29,11,0,0,19,0,28,2,40,44,30,56,26,9,19,41,12,0,1,0,42,0,0,10,28,21,33,29,24,16,31,0,0,18,0,0,0,34,48,16,63,0,42,0,26,0,34,0,32,73,0,11,39,32,0,67,25,69,0,0,34,0,0,0,24,0,0,18,37,0,0,77,0,0,0,33,0,0,52,0,27,0,0,0,26
4/28/2019,36,55,0,53,0,31,9,36,0,49,0,0,0,0,0,0,5,0,50,38,7,11,43,27,20,20,53,0,19,4,34,15,11,12,25,27,23,19,28,0,0,35,29,0,20,0,21,0,18,1,60,0,0,52,26,17,9,41,11,0,1,0,50,22,0,25,40,0,0,0,0,32,0,23,0,15,0,0,0,32,36,19,44,15,40,0,26,0,26,0,21,57,0,11,40,20,23,44,10,73,0,11,0,0,21,0,26,0,0,6,25,0,0,0,0,34,61,0,36,36,51,0,0,0,34,0,35
5/5/2019,0,49,0,21,0,40,9,20,0,0,41,0,48,34,13,0,5,22,64,32,11,6,28,0,30,19,17,13,0,4,30,9,17,8,26,30,63,23,33,54,0,52,27,0,0,0,41,0,22,1,0,0,26,33,27,27,21,0,7,11,1,0,13,0,36,22,27,0,0,0,26,29,0,24,0,14,0,56,0,58,33,18,43,16,35,0,27,0,28,0,27,19,0,11,56,21,24,66,20,56,0,0,0,0,23,0,14,0,0,6,24,27,53,0,0,0,29,33,17,18,0,0,53,0,0,53,26
5/12/2019,0,44,0,47,32,24,16,39,31,16,21,0,15,0,0,16,7,42,61,0,11,0,28,0,27,19,18,0,21,7,44,10,12,11,24,0,0,27,20,0,7,47,0,10,20,29,19,30,27,2,20,0,40,34,27,18,6,0,4,11,1,23,31,22,0,30,28,21,37,29,0,0,32,24,0,19,0,55,0,49,27,13,57,15,27,0,0,0,31,49,32,18,51,35,42,33,0,45,5,72,28,0,36,0,0,0,20,0,51,0,34,0,0,0,0,0,0,32,17,19,0,0,26,0,0,0,0
5/19/2019,0,40,0,37,10,35,9,28,0,0,20,0,15,0,13,0,10,22,70,0,11,5,14,0,19,12,0,26,0,6,24,12,13,13,17,0,0,19,27,27,7,76,28,20,0,43,26,0,24,1,0,0,26,19,13,9,8,0,7,0,1,0,44,21,17,31,32,42,0,29,0,29,32,0,0,9,0,77,0,21,29,10,39,46,35,20,28,38,29,0,16,54,0,17,49,36,24,59,25,62,0,31,34,0,24,21,33,0,0,6,34,0,0,0,0,33,0,0,34,37,0,0,26,93,0,0,0
5/26/2019,0,39,15,88,21,37,4,33,0,16,21,33,32,16,14,16,5,21,68,62,9,4,14,0,30,18,0,39,0,7,14,13,11,9,23,27,21,41,26,0,21,82,29,20,19,0,19,0,16,2,0,43,29,59,13,9,9,0,19,0,3,0,31,0,0,32,18,0,0,0,25,29,0,23,0,9,41,0,0,22,28,14,44,0,34,0,53,38,24,49,5,54,0,34,55,18,96,30,54,61,0,21,0,0,23,0,20,0,52,13,37,0,0,0,0,0,0,0,18,0,0,0,26,0,66,0,0
6/2/2019,0,39,15,48,0,36,6,40,0,0,41,0,47,32,28,0,1,22,72,0,9,14,15,28,45,6,16,25,0,6,60,14,10,12,19,0,21,26,0,28,7,66,0,10,39,30,19,0,19,1,20,0,13,19,26,0,17,43,11,0,1,0,50,21,18,15,50,41,0,0,0,0,63,0,0,9,0,0,0,56,46,16,27,32,38,0,26,19,34,49,25,18,54,0,63,12,48,61,10,68,0,0,0,0,23,19,6,0,0,0,19,0,52,72,0,33,0,0,17,54,0,0,54,0,0,0,0
6/9/2019,0,38,45,40,0,34,6,47,0,0,63,0,0,16,14,0,4,0,63,33,5,5,14,28,18,12,0,26,55,7,34,7,18,8,19,0,22,15,13,0,0,28,28,9,0,0,16,59,16,3,0,0,27,29,0,0,11,22,14,11,1,0,26,21,0,22,32,0,0,0,0,46,0,22,0,11,0,22,0,49,43,17,29,16,64,32,26,0,37,0,20,0,0,22,53,22,23,41,20,53,27,10,0,30,0,0,5,0,0,19,28,0,100,72,0,0,0,0,33,18,49,0,25,0,31,0,85
6/16/2019,32,36,0,95,0,28,6,81,0,17,0,35,17,0,14,0,5,0,61,0,7,14,15,0,40,19,17,40,19,4,54,6,19,11,23,0,0,19,39,0,0,65,0,10,21,0,24,0,33,2,0,0,55,54,25,8,15,22,18,11,2,0,57,0,0,33,61,0,0,0,45,0,0,22,0,11,41,22,0,18,68,29,15,17,36,0,24,0,27,0,15,54,0,5,52,34,0,34,31,57,0,10,0,59,18,0,26,0,0,6,14,0,0,0,0,0,0,0,0,17,0,0,26,0,0,0,0
6/23/2019,35,33,15,34,11,32,12,46,34,0,21,0,51,0,15,37,5,24,62,0,7,5,0,58,25,7,0,0,0,8,14,5,17,9,28,25,0,24,32,27,0,23,54,0,0,0,16,0,17,1,0,43,0,34,26,16,17,0,4,0,1,0,38,0,19,17,20,0,0,54,0,0,0,0,0,13,0,45,0,38,18,10,32,34,31,30,0,21,23,0,20,18,0,11,40,11,0,7,5,57,0,0,0,30,0,0,38,0,0,12,24,26,50,0,0,0,0,0,18,17,0,0,39,0,0,0,28
6/30/2019,0,36,15,54,11,19,2,14,0,0,84,0,0,0,0,0,7,0,37,34,7,5,14,0,35,21,0,0,0,4,24,6,19,10,25,25,22,16,45,0,7,35,0,0,0,30,16,0,12,2,0,0,14,33,13,8,8,0,11,0,2,24,52,0,0,34,5,21,0,0,23,47,0,22,0,16,0,0,0,49,21,21,32,0,49,0,24,0,24,0,0,37,0,33,62,22,23,34,20,49,0,10,0,0,0,18,35,88,0,6,24,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
7/7/2019,0,37,16,44,11,30,4,13,0,0,21,0,17,100,14,0,7,0,38,0,7,20,0,0,37,13,0,0,0,3,22,2,15,11,22,0,22,15,0,0,7,29,0,22,0,15,17,0,14,2,0,0,29,53,13,0,21,0,15,11,1,0,25,0,0,18,10,21,0,0,0,15,0,0,0,20,0,45,43,60,29,16,41,17,60,33,24,0,23,51,15,55,0,0,27,17,0,29,20,61,27,0,33,0,0,0,43,0,0,31,30,0,0,0,0,0,19,28,17,18,0,100,25,0,0,0,0
7/14/2019,41,36,48,35,11,30,2,13,100,18,21,0,0,0,0,18,7,47,34,36,2,0,15,29,36,13,0,44,0,1,37,7,10,10,27,0,23,8,25,0,0,48,0,22,0,16,20,0,20,2,20,0,0,40,0,0,19,0,12,11,1,0,38,21,18,29,16,0,0,61,0,16,0,0,0,30,0,0,0,34,21,13,52,0,59,0,0,0,30,0,20,38,0,22,36,22,0,23,15,63,0,0,0,0,21,0,11,0,0,13,40,0,0,0,0,35,0,28,17,52,0,0,38,0,33,55,0
7/21/2019,0,40,0,40,22,22,9,0,33,0,0,0,17,30,74,0,5,47,46,37,5,10,15,0,12,26,18,15,18,8,24,10,14,8,18,0,24,20,20,0,0,31,0,0,0,48,19,28,14,2,0,0,16,47,38,17,19,0,8,22,1,0,32,0,71,29,33,0,0,0,0,0,31,24,0,16,0,0,23,65,30,18,18,0,71,0,77,42,35,52,31,20,0,34,43,6,0,8,31,62,0,0,33,31,0,21,28,0,0,21,45,0,0,0,0,0,0,0,0,36,0,0,13,0,0,0,0
7/28/2019,42,35,17,25,11,28,5,7,0,17,0,0,34,0,29,18,4,23,44,35,2,10,0,0,20,25,18,0,19,3,48,7,10,8,27,0,0,16,7,0,0,57,29,0,0,0,16,0,15,1,0,42,0,75,26,8,10,0,17,11,1,0,19,0,0,29,20,22,0,31,0,0,32,0,0,16,0,23,0,28,33,23,34,52,55,36,0,100,30,0,20,40,0,29,37,12,27,57,10,42,0,0,0,0,64,0,23,0,0,20,34,26,0,0,0,0,24,62,17,35,0,0,50,0,0,0,0
8/4/2019,41,36,0,36,11,32,0,14,0,0,21,0,49,30,14,18,11,45,43,0,12,5,29,0,30,7,0,30,0,3,49,8,20,9,22,27,0,21,25,56,0,38,0,0,39,32,14,0,25,1,20,0,15,61,13,0,13,0,21,11,1,0,13,21,0,62,10,22,0,31,25,16,31,23,0,16,0,0,0,16,23,20,20,0,62,18,0,20,27,0,5,39,0,0,49,37,0,49,52,46,0,0,0,0,70,0,29,0,0,12,34,0,0,0,0,69,0,31,15,0,50,0,12,0,0,0,0
8/11/2019,0,34,0,20,0,35,2,7,0,51,0,0,0,14,14,0,4,23,53,0,12,16,28,0,47,0,17,14,0,5,25,6,15,9,21,0,22,29,7,0,0,25,29,10,0,31,12,0,15,2,20,0,42,53,27,9,5,0,12,0,1,0,37,0,0,39,36,0,0,33,0,16,31,0,0,18,0,0,0,41,16,20,29,0,57,0,25,0,33,0,10,0,0,19,34,12,0,26,21,52,0,0,0,0,79,0,26,0,0,6,14,0,0,0,0,34,0,57,16,18,0,0,49,0,0,0,28
8/18/2019,0,29,0,34,0,24,4,7,0,18,0,0,0,28,14,0,2,45,62,0,5,5,42,0,19,13,0,14,17,6,37,5,14,9,17,0,0,20,19,0,15,37,29,10,0,15,12,0,17,1,20,41,67,30,25,8,13,0,16,10,3,0,25,0,0,39,23,0,0,0,0,0,0,23,0,14,42,0,21,16,21,18,43,0,74,0,0,20,34,55,54,0,0,22,38,0,0,39,10,42,0,11,33,0,21,0,28,0,42,7,24,24,0,0,0,35,0,0,17,52,0,0,49,0,33,0,0
8/25/2019,0,34,16,39,32,27,2,0,0,33,21,0,51,0,0,0,5,0,57,32,5,20,0,29,40,6,0,0,34,2,27,5,11,7,27,0,0,35,19,0,8,41,0,10,20,30,13,28,11,1,0,0,14,54,26,17,9,20,12,10,1,0,69,0,18,67,41,0,0,0,0,30,0,0,0,16,0,0,0,42,15,17,47,34,63,35,53,0,27,0,24,18,0,16,67,18,23,45,36,55,26,0,0,0,62,21,51,0,41,20,39,0,0,0,0,67,0,0,18,0,0,0,49,0,0,0,0
9/1/2019,42,37,0,44,0,30,6,27,0,33,0,0,33,14,14,0,8,21,47,0,11,10,42,29,40,18,17,0,0,2,22,13,11,7,21,47,0,11,31,0,8,34,0,0,18,57,21,0,16,2,20,0,26,42,39,8,11,19,7,10,1,0,100,0,0,51,13,21,0,59,0,0,31,0,0,15,0,0,0,25,44,28,23,16,63,35,51,0,35,0,14,0,57,37,47,24,45,22,25,52,0,0,0,0,0,0,11,0,0,14,33,0,0,0,0,0,24,0,35,52,0,0,12,0,0,0,0
9/8/2019,0,41,30,23,0,30,2,13,0,17,21,0,16,0,40,0,8,41,65,0,2,5,0,54,45,17,0,14,35,5,18,11,13,13,23,24,21,25,31,0,0,28,0,0,18,0,9,0,7,2,0,40,13,34,13,8,16,0,22,21,1,0,37,21,0,19,9,0,0,0,0,15,0,0,0,4,0,23,0,71,41,23,18,0,51,17,0,0,31,0,29,38,0,16,51,12,45,35,20,45,0,10,0,30,59,0,18,0,39,41,38,0,50,0,0,0,0,27,0,0,0,0,71,0,0,0,62
9/15/2019,0,48,15,42,0,23,4,13,0,0,0,100,0,0,27,0,6,0,57,0,14,25,39,0,27,18,0,13,18,5,22,14,9,9,16,0,0,11,30,0,22,56,28,10,36,0,23,0,13,2,0,0,13,24,12,8,21,19,22,0,1,0,41,21,0,29,31,20,0,0,0,0,29,23,0,8,0,23,0,46,31,22,33,14,67,0,0,37,35,0,0,52,0,21,45,24,22,20,30,73,0,0,0,0,38,0,27,0,0,0,9,0,0,0,0,0,0,30,16,0,0,0,36,0,0,0,30
9/22/2019,39,47,15,56,0,27,2,13,0,33,20,0,15,16,13,17,7,0,61,31,5,9,0,54,35,12,16,78,53,7,22,21,9,8,16,25,0,14,37,0,0,38,0,0,0,14,9,0,14,3,0,38,40,47,38,0,12,19,14,0,1,0,18,0,0,33,22,0,0,27,22,0,58,23,0,8,0,24,0,11,51,31,33,14,60,0,0,0,27,0,9,18,0,11,49,12,43,20,15,49,0,0,0,0,75,0,32,0,0,13,23,23,0,0,0,0,0,0,0,17,0,0,35,0,67,47,62
9/29/2019,0,45,15,28,10,26,2,26,0,0,20,32,0,48,25,0,7,20,47,0,13,9,13,0,22,12,16,0,34,5,35,22,8,7,22,0,0,18,49,76,14,27,0,10,35,0,28,0,13,2,0,0,13,43,64,8,12,0,4,0,1,0,40,0,18,29,40,0,0,0,22,0,0,0,0,12,0,0,0,41,30,26,34,0,44,17,27,0,20,0,18,88,0,36,48,12,64,27,10,52,0,11,0,0,77,0,16,0,41,13,14,23,0,0,0,35,0,0,0,0,0,0,0,0,34,0,0
10/6/2019,0,45,0,33,20,33,2,13,32,16,0,33,15,17,13,33,8,40,54,31,4,4,26,0,43,19,16,0,17,2,23,26,9,10,14,0,20,18,30,52,0,44,27,0,36,14,37,0,27,4,19,74,54,33,12,0,14,20,11,11,1,0,46,0,0,14,54,20,0,0,43,14,29,44,0,4,0,42,0,21,34,33,39,28,58,0,32,0,26,0,19,71,57,42,53,24,0,7,25,54,0,0,0,0,20,0,33,0,0,7,28,0,0,0,0,0,27,0,0,0,0,0,35,0,0,0,0
10/13/2019,0,44,0,19,10,37,8,19,0,32,0,0,31,33,64,0,7,0,58,31,20,4,13,0,22,25,0,26,0,10,14,12,16,10,30,0,0,21,18,0,0,22,27,9,0,28,26,28,15,3,0,0,53,37,0,0,7,0,18,11,2,0,38,0,36,45,9,19,0,0,22,0,0,0,0,14,0,89,0,32,46,54,28,14,64,17,50,0,27,0,24,0,0,37,61,18,66,14,29,68,0,0,0,0,19,0,57,0,0,21,23,0,0,0,0,100,27,88,0,0,0,0,12,0,0,0,0
10/20/2019,0,51,15,53,30,24,0,6,0,0,39,0,29,0,12,0,8,40,57,0,0,0,0,53,35,0,16,38,17,4,5,17,9,10,27,0,0,17,87,53,7,49,0,9,93,28,16,28,20,2,0,36,13,50,0,0,5,39,11,0,1,25,71,0,0,27,9,19,0,0,0,13,57,46,0,16,0,0,0,62,38,26,27,41,38,0,0,17,28,0,9,69,0,21,47,18,22,20,10,53,28,0,100,31,58,19,56,0,0,25,41,22,0,0,0,66,51,29,32,0,0,0,12,0,33,0,0
10/27/2019,37,43,0,49,20,32,13,30,0,16,0,31,14,0,37,0,7,84,55,33,13,5,13,0,36,11,16,0,0,5,28,19,12,11,20,0,19,21,12,0,7,22,0,0,0,14,18,54,16,1,0,0,13,50,0,8,9,20,11,10,1,0,40,0,0,28,26,58,0,0,21,0,30,23,0,12,0,0,0,36,58,21,32,14,53,16,0,17,19,0,14,18,0,26,63,47,0,27,15,49,0,0,33,31,40,38,68,0,0,0,10,0,0,0,0,66,0,86,0,16,0,0,49,0,0,0,0
11/3/2019,39,52,15,47,0,37,4,12,0,46,20,0,29,0,0,15,4,0,89,29,8,5,0,0,27,12,0,0,16,4,69,18,13,11,21,24,19,31,66,80,7,58,0,0,0,41,16,0,11,2,0,0,13,48,0,17,12,59,11,10,1,0,22,0,19,18,35,38,0,0,0,28,29,48,0,8,0,0,0,31,34,15,41,0,43,0,0,0,92,0,19,35,0,15,60,30,43,40,38,53,0,0,0,0,19,39,39,0,0,18,37,0,0,0,0,0,0,30,0,16,0,0,35,0,0,0,0
11/10/2019,0,49,45,28,10,33,12,0,0,30,19,30,0,0,23,0,3,39,53,0,2,0,13,0,42,12,16,38,0,11,37,17,11,10,21,0,0,35,85,0,13,54,0,0,18,0,13,26,20,1,18,0,38,40,25,8,7,100,7,0,1,0,11,39,19,45,35,0,0,81,0,0,0,0,0,8,0,0,20,25,24,22,40,28,50,0,0,35,27,0,14,0,0,31,48,29,0,20,19,70,0,10,0,30,0,0,11,0,0,6,32,0,0,0,0,0,26,0,15,48,0,0,49,0,0,0,61
11/17/2019,0,48,0,48,10,35,0,29,0,31,19,0,68,0,12,15,8,20,61,0,17,14,52,0,29,18,0,0,17,4,46,14,9,10,55,26,0,14,25,0,20,32,0,30,0,27,17,26,11,0,0,0,38,48,26,0,13,0,7,10,2,0,29,20,20,18,26,0,0,0,0,15,0,0,0,28,0,0,0,21,45,17,18,0,43,16,48,17,30,56,14,52,0,11,49,12,0,13,9,76,0,0,0,0,20,57,17,0,0,32,28,23,0,0,0,0,27,63,15,17,49,0,25,0,0,0,0
11/24/2019,0,37,0,47,0,28,2,6,0,15,0,0,28,0,12,0,8,19,56,0,8,28,0,0,40,6,0,12,0,4,31,18,10,10,26,0,0,10,53,0,0,21,0,10,35,27,13,0,13,2,0,0,25,48,25,0,6,0,24,20,1,0,28,0,0,61,25,18,0,0,0,0,29,0,0,24,0,24,0,30,38,13,48,39,52,33,51,17,39,0,5,50,0,5,37,23,42,27,37,55,0,0,32,0,0,0,45,0,0,12,14,0,0,0,0,0,0,0,31,51,0,0,24,0,0,0,31
12/1/2019,0,46,14,28,9,38,9,0,0,0,18,0,0,16,12,0,5,0,45,0,2,5,25,73,29,7,32,0,0,8,52,14,12,8,24,0,18,7,13,28,0,53,29,10,0,28,16,0,13,2,0,0,26,27,13,0,14,19,18,0,1,0,29,21,0,31,35,0,0,0,21,30,30,23,0,18,0,47,0,37,35,24,18,0,46,0,0,0,31,0,10,83,0,36,27,29,21,36,15,100,26,0,0,0,62,19,23,0,0,18,9,0,0,0,51,0,0,0,0,34,0,0,24,0,31,0,0
12/8/2019,0,51,46,39,19,35,7,30,0,0,18,30,13,16,36,0,5,0,38,0,12,20,13,25,15,14,16,0,0,3,42,17,10,10,21,0,0,39,38,0,0,42,0,0,0,14,23,0,20,100,0,42,0,53,0,0,9,0,22,10,1,0,35,0,0,21,26,38,0,0,43,0,0,0,0,18,37,46,0,15,41,30,64,0,47,17,0,0,31,0,10,16,0,16,41,17,21,27,25,49,26,0,0,32,0,39,67,0,0,0,19,0,0,0,0,0,24,30,14,0,0,0,12,93,62,0,0
12/15/2019,0,39,29,14,0,31,7,24,0,16,0,0,53,0,50,0,7,58,32,0,9,9,26,25,36,7,0,0,0,1,32,11,13,10,24,25,19,10,24,0,7,21,0,0,0,14,15,0,21,3,20,43,13,40,12,8,16,0,21,20,1,0,35,0,0,18,49,19,0,28,0,14,0,22,0,12,0,45,0,42,34,11,23,0,63,15,24,0,30,57,14,48,56,15,39,34,21,20,15,63,0,0,0,31,40,38,27,0,0,19,24,22,0,0,0,0,0,0,14,17,0,0,0,0,0,0,0
